Year,Player,team,teamId,Season,games,Champion,key,Win,lose,kills,assists,deaths,killsC,assistsC,deathsC,killsJ,assistsJ,deathsJ,kda,kdaC,ban,Avg BT,wR,Presence
2023,Elyoya,MAD,Red,Winter,41,Sejuani,113,22.0,19.0,1.0,2.0,1.0,68.0,305.0,88.0,15.0,71.0,11.0,7.818181818181818,4.238636363636363,8.0,5.0,0.5365853658536586,92.45283018867924
2023,Xerxe,XL,Blue,Winter,41,Sejuani,113,22.0,19.0,0.0,4.0,2.0,68.0,305.0,88.0,16.0,49.0,28.0,2.3214285714285716,4.238636363636363,8.0,5.0,0.5365853658536586,92.45283018867924
2023,Razork,FNC,Blue,Winter,41,Sejuani,113,22.0,19.0,1.0,3.0,6.0,68.0,305.0,88.0,25.0,48.0,41.0,1.7804878048780488,4.238636363636363,8.0,3.0,0.5365853658536586,92.45283018867924
2023,113,AST,Red,Winter,41,Sejuani,113,22.0,19.0,1.0,3.0,6.0,68.0,305.0,88.0,15.0,55.0,28.0,2.5,4.238636363636363,8.0,3.0,0.5365853658536586,92.45283018867924
2023,113,AST,Blue,Winter,41,Sejuani,113,22.0,19.0,1.0,6.0,3.0,68.0,305.0,88.0,15.0,55.0,28.0,2.5,4.238636363636363,8.0,6.0,0.5365853658536586,92.45283018867924
2023,113,AST,Red,Winter,41,Sejuani,113,22.0,19.0,1.0,1.0,3.0,68.0,305.0,88.0,15.0,55.0,28.0,2.5,4.238636363636363,8.0,2.0,0.5365853658536586,92.45283018867924
2023,113,AST,Blue,Spring,41,Sejuani,113,22.0,19.0,3.0,13.0,4.0,68.0,305.0,88.0,24.0,75.0,25.0,3.96,4.238636363636363,8.0,2.0,0.5365853658536586,92.45283018867924
2023,Malrang,KOI,Blue,Spring,41,Sejuani,113,22.0,19.0,1.0,9.0,4.0,68.0,305.0,88.0,10.0,51.0,29.0,2.103448275862069,4.238636363636363,8.0,2.0,0.5365853658536586,92.45283018867924
2023,Malrang,KOI,Red,Spring,41,Sejuani,113,22.0,19.0,0.0,3.0,1.0,68.0,305.0,88.0,10.0,51.0,29.0,2.103448275862069,4.238636363636363,8.0,1.0,0.5365853658536586,92.45283018867924
2023,Elyoya,MAD,Red,Winter,41,Sejuani,113,22.0,19.0,0.0,10.0,0.0,68.0,305.0,88.0,15.0,71.0,11.0,7.818181818181818,4.238636363636363,8.0,6.0,0.5365853658536586,92.45283018867924
2023,Markoon,SK,Red,Spring,41,Sejuani,113,22.0,19.0,0.0,4.0,0.0,68.0,305.0,88.0,30.0,49.0,23.0,3.4347826086956523,4.238636363636363,8.0,3.0,0.5365853658536586,92.45283018867924
2023,Elyoya,MAD,Red,Winter,41,Sejuani,113,22.0,19.0,1.0,11.0,0.0,68.0,305.0,88.0,15.0,71.0,11.0,7.818181818181818,4.238636363636363,8.0,,0.5365853658536586,92.45283018867924
2023,Markoon,SK,Blue,Winter,41,Sejuani,113,22.0,19.0,1.0,4.0,0.0,68.0,305.0,88.0,19.0,62.0,21.0,3.857142857142857,4.238636363636363,8.0,5.0,0.5365853658536586,92.45283018867924
2023,Razork,FNC,Red,Spring,41,Sejuani,113,22.0,19.0,1.0,1.0,2.0,68.0,305.0,88.0,34.0,53.0,33.0,2.6363636363636362,4.238636363636363,8.0,3.0,0.5365853658536586,92.45283018867924
2023,Irrelevant,SK,Blue,Spring,41,Sejuani,113,22.0,19.0,1.0,10.0,1.0,68.0,305.0,88.0,17.0,44.0,24.0,2.5416666666666665,4.238636363636363,8.0,2.0,0.5365853658536586,92.45283018867924
2023,Jankos,TH,Red,Winter,41,Sejuani,113,22.0,19.0,7.0,6.0,1.0,68.0,305.0,88.0,28.0,78.0,30.0,3.533333333333333,4.238636363636363,8.0,2.0,0.5365853658536586,92.45283018867924
2023,Jankos,TH,Red,Winter,41,Sejuani,113,22.0,19.0,3.0,16.0,1.0,68.0,305.0,88.0,28.0,78.0,30.0,3.533333333333333,4.238636363636363,8.0,6.0,0.5365853658536586,92.45283018867924
2023,Malrang,KOI,Blue,Winter,41,Sejuani,113,22.0,19.0,4.0,3.0,2.0,68.0,305.0,88.0,12.0,50.0,25.0,2.48,4.238636363636363,8.0,,0.5365853658536586,92.45283018867924
2023,Sheo,BDS,Red,Winter,41,Sejuani,113,22.0,19.0,0.0,4.0,3.0,68.0,305.0,88.0,24.0,78.0,21.0,4.857142857142857,4.238636363636363,8.0,6.0,0.5365853658536586,92.45283018867924
2023,Sheo,BDS,Red,Winter,41,Sejuani,113,22.0,19.0,1.0,12.0,1.0,68.0,305.0,88.0,24.0,78.0,21.0,4.857142857142857,4.238636363636363,8.0,,0.5365853658536586,92.45283018867924
2023,Sheo,BDS,Blue,Winter,41,Sejuani,113,22.0,19.0,1.0,8.0,2.0,68.0,305.0,88.0,24.0,78.0,21.0,4.857142857142857,4.238636363636363,8.0,3.0,0.5365853658536586,92.45283018867924
2023,Malrang,KOI,Blue,Winter,41,Sejuani,113,22.0,19.0,3.0,4.0,4.0,68.0,305.0,88.0,12.0,50.0,25.0,2.48,4.238636363636363,8.0,3.0,0.5365853658536586,92.45283018867924
2023,Markoon,SK,Blue,Winter,41,Sejuani,113,22.0,19.0,1.0,9.0,2.0,68.0,305.0,88.0,19.0,62.0,21.0,3.857142857142857,4.238636363636363,8.0,2.0,0.5365853658536586,92.45283018867924
2023,Jankos,TH,Red,Spring,41,Sejuani,113,22.0,19.0,0.0,7.0,5.0,68.0,305.0,88.0,46.0,87.0,36.0,3.6944444444444446,4.238636363636363,8.0,1.0,0.5365853658536586,92.45283018867924
2023,Bo,VIT,Red,Winter,41,Sejuani,113,22.0,19.0,1.0,2.0,2.0,68.0,305.0,88.0,30.0,71.0,37.0,2.72972972972973,4.238636363636363,8.0,6.0,0.5365853658536586,92.45283018867924
2023,Bo,VIT,Blue,Winter,41,Sejuani,113,22.0,19.0,2.0,18.0,2.0,68.0,305.0,88.0,30.0,71.0,37.0,2.72972972972973,4.238636363636363,8.0,,0.5365853658536586,92.45283018867924
2023,Razork,FNC,Blue,Spring,41,Sejuani,113,22.0,19.0,3.0,10.0,3.0,68.0,305.0,88.0,34.0,53.0,33.0,2.6363636363636362,4.238636363636363,8.0,3.0,0.5365853658536586,92.45283018867924
2023,Razork,FNC,Red,Spring,41,Sejuani,113,22.0,19.0,4.0,6.0,6.0,68.0,305.0,88.0,34.0,53.0,33.0,2.6363636363636362,4.238636363636363,8.0,1.0,0.5365853658536586,92.45283018867924
2023,Markoon,SK,Red,Winter,41,Sejuani,113,22.0,19.0,2.0,12.0,3.0,68.0,305.0,88.0,19.0,62.0,21.0,3.857142857142857,4.238636363636363,8.0,3.0,0.5365853658536586,92.45283018867924
2023,Razork,FNC,Red,Spring,41,Sejuani,113,22.0,19.0,3.0,2.0,4.0,68.0,305.0,88.0,34.0,53.0,33.0,2.6363636363636362,4.238636363636363,8.0,2.0,0.5365853658536586,92.45283018867924
2023,Upset,VIT,Blue,Spring,41,Zeri,221,19.0,22.0,11.0,6.0,1.0,184.0,186.0,86.0,52.0,48.0,8.0,12.5,4.3023255813953485,5.0,4.0,0.4634146341463415,86.79245283018868
2023,Rekkles,FNC,Blue,Winter,41,Zeri,221,19.0,22.0,3.0,1.0,3.0,184.0,186.0,86.0,26.0,28.0,17.0,3.176470588235294,4.3023255813953485,5.0,3.0,0.4634146341463415,86.79245283018868
2023,Exakick,SK,Red,Winter,41,Zeri,221,19.0,22.0,3.0,1.0,4.0,184.0,186.0,86.0,48.0,48.0,18.0,5.333333333333333,4.3023255813953485,5.0,3.0,0.4634146341463415,86.79245283018868
