Season,Split,Week,Blue,Red,WinnerT,Patch,BB1,BB2,BB3,BB4,BB5,RB1,RB2,RB3,RB4,RB5,BPPlayer1,BP1,BPPlayer2,BP2,BPPlayer3,BP3,BPPlayer4,BP4,BPPlayer5,BP5,RPPlayer1,RP1,RPPlayer2,RP2,RPPlayer3,RP3,RPPlayer4,RP4,RPPlayer5,RP5
2023,Winter,Week 2,⁠⁠FNC,⁠⁠XL,⁠⁠XL,13.1,Ryze,Ashe,Sejuani,KSante,Syndra,Heimerdinger,Yuumi,Maokai,Jax,Ornn,Odoamne,Renekton,Xerxe,Vi,Vetheo,Sylas,Patrik,Lucian,Targamas,Nami,Wunder,Gnar,Razork,MonkeyKing,Humanoid,Kassadin,Rekkles,Varus,rhuckz,Nautilus
2023,Winter,Week 2,⁠⁠KOI,⁠⁠MAD,⁠⁠MAD,13.1,Yuumi,Maokai,Ryze,Jax,Renekton,Caitlyn,Heimerdinger,Elise,MonkeyKing,Vi,Szygenda,KSante,Malrang,JarvanIV,Larssen,Azir,Comp,Lucian,Trymbi,Nami,Chasy,Fiora,Elyoya,Sejuani,Nisqy,Sylas,Carzzy,Varus,Hylissang,Ashe
2023,Winter,Week 2,⁠⁠XL,⁠⁠AST,⁠⁠AST,13.1,Ashe,Ryze,Caitlyn,Viego,MonkeyKing,Maokai,Yuumi,Renekton,Jax,Akali,Odoamne,KSante,Xerxe,Sejuani,Vetheo,Taliyah,Patrik,Draven,Targamas,Nautilus,Finn,Gnar,113,Trundle,Dajor,Sylas,Kobbe,Lucian,JeongHoon,Nami
2023,Winter,Week 2,⁠⁠BDS,⁠⁠MAD,⁠⁠BDS,13.1,Yuumi,Ashe,Lucian,Sylas,Kassadin,Caitlyn,Heimerdinger,Olaf,Jax,Renekton,Adam,Darius,Sheo,Maokai,nuc,Azir,Crownie,Jhin,Labrov,TahmKench,Chasy,KSante,Elyoya,Sejuani,Nisqy,Akali,Carzzy,Varus,Hylissang,Thresh
2023,Winter,Week 2,⁠⁠KOI,⁠⁠SK,⁠⁠KOI,13.1,Caitlyn,Ashe,Ryze,Aatrox,Kassadin,Elise,Jax,Zeri,Sylas,Azir,Irrelevant,Gnar,Markoon,Sejuani,Sertuss,Akali,Exakick,Lucian,Doss,Yuumi,Szygenda,Renekton,Malrang,Maokai,Larssen,Tristana,Comp,Ezreal,Trymbi,Nami
2023,Winter,Week 2,⁠⁠G2,⁠⁠VIT,⁠⁠VIT,13.1,Graves,Sivir,Jax,Azir,Syndra,Draven,Kalista,Elise,Viego,Maokai,BrokenBlade,KSante,Yike,Udyr,Caps,Ryze,Hans,Lucian,Mikyx,Nami,Photon,Gwen,Bo,Vi,Perkz,Cassiopeia,Neon,Varus,Kaiser,Ashe
2023,Winter,Week 2,⁠⁠FNC,⁠⁠TH,⁠⁠TH,13.1,Lucian,Heimerdinger,Yuumi,Renata,Jax,Ashe,Maokai,Sejuani,Gragas,Nautilus,Wunder,Gwen,Razork,Vi,Humanoid,Ryze,Rekkles,Varus,rhuckz,Leona,Evi,KSante,Jankos,MonkeyKing,Ruby,Azir,Jackspektra,Zeri,Mersa,Braum
2023,Winter,Week 3,⁠⁠SK,⁠⁠AST,⁠⁠SK,13.1,Elise,Yuumi,Maokai,Kassadin,MonkeyKing,Ashe,Caitlyn,Ryze,Fiora,Renekton,Finn,Gangplank,113,Sejuani,Dajor,Sylas,Kobbe,Ezreal,JeongHoon,Karma,Irrelevant,Jax,Markoon,Vi,Sertuss,Leblanc,Exakick,Lucian,Doss,Nami
2023,Winter,Week 3,⁠⁠TH,⁠⁠XL,⁠⁠XL,13.1,KSante,Lucian,Caitlyn,Viktor,Azir,Maokai,Ashe,Heimerdinger,Renekton,Gangplank,Odoamne,Ornn,Xerxe,Elise,Vetheo,Jayce,Patrik,Varus,Targamas,Braum,Evi,Jax,Jankos,Sejuani,Ruby,Orianna,Jackspektra,Draven,Mersa,Rakan
2023,Winter,Week 3,⁠⁠BDS,⁠⁠G2,⁠⁠BDS,13.1,Caitlyn,Ashe,Heimerdinger,Olaf,Darius,Draven,Elise,Jayce,Kalista,Samira,BrokenBlade,Gnar,Yike,Maokai,Caps,Ryze,Hans,Xayah,Mikyx,Nautilus,Adam,Jax,Sheo,Sejuani,nuc,Sylas,Crownie,Lucian,Labrov,Nami
2023,Winter,Week 3,⁠⁠FNC,⁠⁠MAD,⁠⁠MAD,13.1,Nami,Kassadin,Ashe,Ryze,Jax,Maokai,Elise,Sivir,Twitch,Ezreal,Wunder,Gragas,Razork,Viego,Humanoid,Sylas,Rekkles,Xayah,rhuckz,Yuumi,Chasy,Renekton,Elyoya,Sejuani,Nisqy,Cassiopeia,Carzzy,Zeri,Hylissang,Lulu
2023,Winter,Week 3,⁠⁠VIT,⁠⁠KOI,⁠⁠VIT,13.1,Jax,Heimerdinger,Lucian,Sylas,Kassadin,Maokai,Caitlyn,Elise,Ryze,Fiora,Szygenda,Gnar,Malrang,Vi,Larssen,Azir,Comp,Varus,Trymbi,Ashe,Photon,Renekton,Bo,Sejuani,Perkz,Leblanc,Neon,Zeri,Kaiser,Yuumi
2023,Winter,Week 3,⁠⁠SK,⁠⁠XL,⁠⁠SK,13.1,Heimerdinger,Ashe,Jayce,Sylas,Ryze,Jax,Lucian,Elise,Azir,KSante,Irrelevant,Sion,Markoon,Maokai,Sertuss,Akali,Exakick,Zeri,Doss,Yuumi,Odoamne,Renekton,Xerxe,Sejuani,Vetheo,Viktor,Patrik,Yasuo,Targamas,Senna
2023,Winter,Week 3,⁠⁠VIT,⁠⁠BDS,⁠⁠BDS,13.1,Jax,Zeri,Elise,Gnar,Renekton,Maokai,Heimerdinger,Sejuani,Olaf,Darius,Adam,KSante,Sheo,MonkeyKing,nuc,Akali,Crownie,Lucian,Labrov,Nami,Photon,Gwen,Bo,Vi,Perkz,Azir,Neon,Varus,Kaiser,Ashe
2023,Winter,Week 3,⁠⁠MAD,⁠⁠TH,⁠⁠TH,13.1,Sejuani,Elise,Lucian,Karma,Gwen,Maokai,Draven,Jax,Sivir,Xayah,Evi,Renekton,Jankos,MonkeyKing,Ruby,Azir,Jackspektra,Ashe,Mersa,Heimerdinger,Chasy,KSante,Elyoya,Vi,Nisqy,Sylas,Carzzy,Varus,Hylissang,Yuumi
2023,Winter,Week 3,⁠⁠FNC,⁠⁠AST,⁠⁠FNC,13.1,Maokai,Yuumi,Kassadin,MonkeyKing,Jax,Sejuani,Caitlyn,Ashe,Elise,Fiora,Finn,Gnar,113,Trundle,Dajor,Ryze,Kobbe,Lucian,JeongHoon,Nami,Wunder,Aatrox,Razork,Vi,Humanoid,Azir,Rekkles,Varus,rhuckz,Nautilus
2023,Winter,Week 3,⁠⁠KOI,⁠⁠G2,⁠⁠KOI,13.1,Caitlyn,Ashe,JarvanIV,Renata,Braum,Lucian,Ryze,Draven,Renekton,Darius,BrokenBlade,Jax,Yike,Elise,Caps,Jayce,Hans,Kalista,Mikyx,Leona,Szygenda,Gangplank,Malrang,Maokai,Larssen,Azir,Comp,Zeri,Trymbi,Nautilus
2023,Winter,Week 3,⁠⁠TH,⁠⁠BDS,⁠⁠TH,13.1,Draven,Yuumi,Maokai,Viktor,Jax,Caitlyn,Lucian,Darius,MonkeyKing,KSante,Adam,Sett,Sheo,Vi,nuc,Azir,Crownie,Zeri,Labrov,Ashe,Evi,Renekton,Jankos,Sejuani,Ruby,Sylas,Jackspektra,Varus,Mersa,Heimerdinger
2023,Winter,Week 3,⁠⁠AST,⁠⁠KOI,⁠⁠AST,13.1,Ryze,Lucian,Ezreal,Jax,Irelia,Caitlyn,Ashe,Kalista,Maokai,Renekton,Szygenda,Gnar,Malrang,MonkeyKing,Larssen,Sylas,Comp,Zeri,Trymbi,Lulu,Finn,Kled,113,Sejuani,Dajor,Yone,Kobbe,Sivir,JeongHoon,Yuumi
2023,Winter,Week 3,⁠⁠FNC,⁠⁠SK,⁠⁠FNC,13.1,Ashe,Ryze,Maokai,Gragas,Kassadin,Lucian,Yuumi,Elise,Jax,Sylas,Irrelevant,Gnar,Markoon,Sejuani,Sertuss,Taliyah,Exakick,Caitlyn,Doss,Lux,Wunder,Camille,Razork,MonkeyKing,Humanoid,Azir,Rekkles,Xayah,rhuckz,Leona
2023,Winter,Week 3,⁠⁠MAD,⁠⁠G2,⁠⁠MAD,13.1,Draven,Elise,Ryze,Jax,Nautilus,Maokai,Ashe,Heimerdinger,Kassadin,Cassiopeia,Chasy,Renekton,Elyoya,Sejuani,Nisqy,Viktor,Carzzy,Sivir,Hylissang,Yuumi,BrokenBlade,Karma,Yike,Kindred,Caps,Swain,Hans,Varus,Mikyx,Taliyah
2023,Winter,Week 3,⁠⁠VIT,⁠⁠XL,⁠⁠VIT,13.1,Maokai,Sejuani,Draven,Nautilus,Cassiopeia,Lucian,Elise,Ashe,Azir,KSante,Photon,Gragas,Bo,Vi,Perkz,Taliyah,Neon,Zeri,Kaiser,Yuumi,Odoamne,Jax,Xerxe,MonkeyKing,Vetheo,Ryze,Patrik,Varus,Targamas,Pyke
2023,Spring,Week 1,⁠⁠XL,⁠⁠FNC,⁠⁠XL,13.4,Varus,AurelionSol,Vi,Azir,Gangplank,Jayce,Caitlyn,Ashe,Olaf,MonkeyKing,Odoamne,KSante,Xerxe,Gragas,Vetheo,Viktor,Patrik,Zeri,LIMIT,Annie,Oscarinin,Gnar,Razork,Sejuani,Humanoid,Taliyah,Rekkles,Xayah,Advienne,Heimerdinger
2023,Spring,Week 1,⁠⁠BDS,⁠⁠SK,⁠⁠SK,13.4,Sejuani,Zeri,Draven,Sion,Jax,Caitlyn,Varus,Ashe,Renata,Garen,Adam,Yasuo,Sheo,JarvanIV,nuc,Gragas,Crownie,Aphelios,Labrov,Annie,Irrelevant,Gnar,Markoon,Vi,Sertuss,Akali,Exakick,Xayah,Doss,Rakan
2023,Spring,Week 1,⁠⁠MAD,⁠⁠VIT,⁠⁠MAD,13.4,Jayce,Rakan,Ashe,Fiora,Sylas,Annie,Varus,Vi,Kled,Tristana,Photon,Darius,Bo,Gragas,Perkz,AurelionSol,Upset,Caitlyn,Kaiser,Heimerdinger,Chasy,Gnar,Elyoya,LeeSin,Nisqy,Chogath,Carzzy,Aphelios,Hylissang,Thresh
2023,Spring,Week 1,⁠⁠AST,⁠⁠KOI,⁠⁠AST,13.4,Rakan,Annie,Caitlyn,Tristana,Azir,Sejuani,Ashe,Karma,Zed,Jax,Finn,Renekton,113,Elise,LIDER,Ryze,Kobbe,Xayah,JeongHoon,Nautilus,Szygenda,KSante,Malrang,LeeSin,Larssen,Gragas,Comp,Zeri,Trymbi,Renata
2023,Spring,Week 1,⁠⁠TH,⁠⁠G2,⁠⁠TH,13.4,Vi,Zeri,Ashe,Nautilus,Sylas,Annie,Heimerdinger,Chogath,Belveth,Kled,BrokenBlade,Gragas,Yike,JarvanIV,Caps,Malphite,Hans,Draven,Mikyx,Thresh,Evi,Gwen,Jankos,Elise,Ruby,Jayce,Jackspektra,Xayah,Mersa,Rakan
2023,Spring,Week 1,⁠⁠MAD,⁠⁠BDS,⁠⁠MAD,13.4,Jayce,Rakan,Gragas,Gnar,Taliyah,Annie,Heimerdinger,Ashe,Jax,Olaf,Adam,Darius,Sheo,Sejuani,nuc,Viktor,Crownie,Zeri,Labrov,Lulu,Chasy,Fiora,Elyoya,Vi,Nisqy,Veigar,Carzzy,Aphelios,Hylissang,Thresh
