Split,Week,Game,Team,Player,Champion,KDA,Gold,TDamage,Gold/Damage,TeamJungle Kills,EnemyJungle Kills,Jungle Share
Summer,Week 4,⁠⁠SK - ⁠⁠XL,XL,Markoon,Volibear,1.5,8942,0.18,1598.57,69,17,86
Summer,Week 4,⁠⁠SK - ⁠⁠XL,XL,Nukeduck,Taliyah,0.5,12411,0.25,3131.61,29,2,31
Summer,Week 4,⁠⁠SK - ⁠⁠XL,XL,Patrik,Draven,0.5,15595,0.3,4604.15,16,0,16
Summer,Week 4,⁠⁠SK - ⁠⁠XL,XL,Mikyx,Janna,0.2,6470,0.06,375.56,2,0,2
Summer,Week 4,⁠⁠MAD - ⁠⁠AST,MAD,Armut,Gnar,7.0,16834,0.28,4677.17,15,3,18
Summer,Week 4,⁠⁠MAD - ⁠⁠AST,MAD,Elyoya,LeeSin,3.33,13612,0.1,1409.52,97,40,137
Summer,Week 4,⁠⁠MAD - ⁠⁠AST,MAD,Nisqy,Lissandra,4.67,16481,0.28,4539.08,17,15,32
Summer,Week 4,⁠⁠MAD - ⁠⁠AST,MAD,UNF0RGIVEN,Samira,8.0,17351,0.26,4471.16,36,4,40
Summer,Week 4,⁠⁠MAD - ⁠⁠AST,MAD,Kaiser,Rell,11.0,9282,0.09,793.68,0,0,0
Summer,Week 4,⁠⁠MAD - ⁠⁠AST,AST,Vizicsacsi,Camille,1.0,13095,0.13,1656.81,19,4,23
Summer,Week 4,⁠⁠MAD - ⁠⁠AST,AST,Xerxe,Trundle,1.0,9887,0.08,809.03,63,2,65
Summer,Week 4,⁠⁠MAD - ⁠⁠AST,AST,Dajor,Orianna,2.33,15593,0.3,4741.32,27,4,31
Summer,Week 4,⁠⁠MAD - ⁠⁠AST,AST,Kobbe,Jinx,4.0,17224,0.38,6615.49,29,5,34
Summer,Week 4,⁠⁠MAD - ⁠⁠AST,AST,JeongHoon,TahmKench,4.0,8857,0.1,916.68,0,0,0
Summer,Week 4,⁠⁠BDS - ⁠⁠RGE,BDS,Agresivoo,Sion,0.25,8300,0.17,1435.17,0,0,0
Summer,Week 4,⁠⁠BDS - ⁠⁠RGE,BDS,Cinkrof,MonkeyKing,1.0,7658,0.21,1573.21,83,0,83
Summer,Week 4,⁠⁠BDS - ⁠⁠RGE,BDS,NUCLEARINT,Sylas,0.67,8552,0.32,2727.08,5,0,5
Summer,Week 4,⁠⁠BDS - ⁠⁠RGE,BDS,xMatty,Seraphine,1.5,9103,0.24,2169.99,1,0,1
Summer,Week 4,⁠⁠BDS - ⁠⁠RGE,BDS,Erdote,Nautilus,0.75,5144,0.06,331.22,0,0,0
Summer,Week 4,⁠⁠BDS - ⁠⁠RGE,RGE,Odoamne,Gnar,13.0,13450,0.22,2923.91,4,15,19
Summer,Week 4,⁠⁠BDS - ⁠⁠RGE,RGE,Malrang,LeeSin,15.0,9980,0.12,1185.74,90,5,95
Summer,Week 4,⁠⁠BDS - ⁠⁠RGE,RGE,Larssen,Lissandra,14.0,12575,0.31,3904.21,12,4,16
Summer,Week 4,⁠⁠BDS - ⁠⁠RGE,RGE,Comp,Lucian,14.0,13652,0.26,3530.86,14,8,22
Summer,Week 4,⁠⁠BDS - ⁠⁠RGE,RGE,Trymbi,Nami,15.0,8178,0.09,774.38,0,0,0
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,MSF,Irrelevant,Gwen,1.33,17117,0.16,2805.98,6,4,10
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,MSF,Shlatan,Viego,1.4,15158,0.08,1279.19,109,14,123
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,MSF,Vetheo,Corki,5.5,21342,0.49,10396.37,40,8,48
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,MSF,Neon,Zeri,2.67,17218,0.2,3364.69,34,5,39
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,MSF,Mersa,Braum,1.8,10089,0.07,697.46,0,0,0
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,G2,BrokenBlade,Gangplank,12.0,18819,0.24,4515.51,15,0,15
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,G2,Jankos,MonkeyKing,7.5,13921,0.18,2455.74,119,4,123
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,G2,caPs,Sylas,2.6,17251,0.29,5056.15,25,9,34
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,G2,Flakked,Twitch,4.67,16994,0.24,4060.51,36,3,39
Summer,Week 4,⁠⁠MSF - ⁠⁠G2,G2,Targamas,Taric,7.5,8877,0.05,458.22,0,0,0
Summer,Week 4,⁠⁠VIT - ⁠⁠FNC,VIT,Alphari,Gangplank,6.0,15565,0.36,5591.75,13,1,14
Summer,Week 4,⁠⁠VIT - ⁠⁠FNC,VIT,Haru,XinZhao,3.0,11877,0.14,1659.32,90,8,98
Summer,Week 4,⁠⁠VIT - ⁠⁠FNC,VIT,Perkz,Sylas,4.0,11874,0.21,2547.66,20,1,21
Summer,Week 4,⁠⁠VIT - ⁠⁠FNC,VIT,Carzzy,Zeri,8.0,13905,0.25,3442.01,12,6,18
Summer,Week 4,⁠⁠VIT - ⁠⁠FNC,VIT,Labrov,Lulu,3.0,7977,0.04,310.66,0,4,4
Summer,Week 4,⁠⁠VIT - ⁠⁠FNC,FNC,Wunder,Kayle,0.83,12033,0.09,1065.81,16,4,20
Summer,Week 4,⁠⁠VIT - ⁠⁠FNC,FNC,Razork,Viego,1.4,9706,0.17,1621.31,110,0,110
Summer,Week 4,⁠⁠VIT - ⁠⁠FNC,FNC,Humanoid,Zoe,7.0,12314,0.31,3863.29,8,0,8
Summer,Week 4,⁠⁠VIT - ⁠⁠FNC,FNC,Upset,Twitch,2.5,11200,0.38,4245.88,28,4,32
Summer,Week 4,⁠⁠VIT - ⁠⁠FNC,FNC,Hylissang,Renata,2.0,6656,0.05,343.16,0,0,0
Summer,Week 5,⁠⁠BDS - ⁠⁠SK,SK,JNX,Gnar,10.0,12532,0.29,3661.44,5,1,6
Summer,Week 5,⁠⁠BDS - ⁠⁠SK,SK,Gilius,JarvanIV,12.0,9380,0.12,1085.58,76,15,91
Summer,Week 5,⁠⁠BDS - ⁠⁠SK,SK,Sertuss,Azir,8.0,10230,0.33,3418.46,8,11,19
Summer,Week 5,⁠⁠BDS - ⁠⁠SK,SK,Jezu,Zeri,10.0,11815,0.17,2050.3,10,6,16
Summer,Week 5,⁠⁠BDS - ⁠⁠SK,SK,Treatz,Renata,10.0,7060,0.08,595.9,0,0,0
Summer,Week 5,⁠⁠BDS - ⁠⁠SK,BDS,Agresivoo,Sejuani,1.5,7282,0.25,1850.86,0,0,0
Summer,Week 5,⁠⁠BDS - ⁠⁠SK,BDS,Cinkrof,MonkeyKing,0.75,6460,0.11,705.42,71,0,71
Summer,Week 5,⁠⁠BDS - ⁠⁠SK,BDS,NUCLEARINT,Leblanc,3.0,9147,0.27,2478.98,8,0,8
Summer,Week 5,⁠⁠BDS - ⁠⁠SK,BDS,xMatty,Aphelios,0.4,9312,0.28,2607.18,9,0,9
Summer,Week 5,⁠⁠BDS - ⁠⁠SK,BDS,Erdote,Lulu,1.0,4952,0.09,424.07,0,0,0
Summer,Week 5,⁠⁠MSF - ⁠⁠XL,MSF,Irrelevant,Gwen,1.4,12155,0.27,3342.15,15,0,15
Summer,Week 5,⁠⁠MSF - ⁠⁠XL,MSF,Shlatan,Viego,2.0,11677,0.2,2361.31,121,2,123
Summer,Week 5,⁠⁠MSF - ⁠⁠XL,MSF,Vetheo,Sylas,1.0,12387,0.2,2532.74,12,8,20
Summer,Week 5,⁠⁠MSF - ⁠⁠XL,MSF,Neon,Xayah,1.67,12875,0.25,3282.84,17,0,17
Summer,Week 5,⁠⁠MSF - ⁠⁠XL,MSF,Mersa,Nautilus,2.25,7331,0.06,464.6,0,0,0
Summer,Week 5,⁠⁠MSF - ⁠⁠XL,XL,Finn,Gangplank,11.0,16056,0.33,5339.98,4,10,14
Summer,Week 5,⁠⁠MSF - ⁠⁠XL,XL,Markoon,MonkeyKing,5.0,11021,0.14,1592.87,93,8,101
Summer,Week 5,⁠⁠MSF - ⁠⁠XL,XL,Nukeduck,Taliyah,7.5,15242,0.3,4520.46,23,4,27
Summer,Week 5,⁠⁠MSF - ⁠⁠XL,XL,Patrik,Samira,12.0,15377,0.16,2393.87,26,3,29
Summer,Week 5,⁠⁠MSF - ⁠⁠XL,XL,Mikyx,Renata,3.5,8595,0.07,607.04,0,0,0
Summer,Week 5,⁠⁠VIT - ⁠⁠MAD,MAD,Armut,Gwen,9.0,10163,0.22,2243.46,3,4,7
Summer,Week 5,⁠⁠VIT - ⁠⁠MAD,MAD,Elyoya,Poppy,12.0,10399,0.14,1466.27,73,24,97
Summer,Week 5,⁠⁠VIT - ⁠⁠MAD,MAD,Nisqy,Taliyah,10.0,10234,0.22,2282.79,20,15,35
Summer,Week 5,⁠⁠VIT - ⁠⁠MAD,MAD,UNF0RGIVEN,Draven,13.0,16531,0.33,5514.66,8,7,15
Summer,Week 5,⁠⁠VIT - ⁠⁠MAD,MAD,Kaiser,Nautilus,15.0,6959,0.08,567.84,0,0,0
Summer,Week 5,⁠⁠VIT - ⁠⁠MAD,VIT,Alphari,Gnar,0.0,7773,0.3,2302.85,9,0,9
Summer,Week 5,⁠⁠VIT - ⁠⁠MAD,VIT,Haru,MonkeyKing,0.0,6093,0.11,675.38,65,0,65
Summer,Week 5,⁠⁠VIT - ⁠⁠MAD,VIT,Perkz,Orianna,0.33,8499,0.23,1977.75,8,0,8
Summer,Week 5,⁠⁠VIT - ⁠⁠MAD,VIT,Carzzy,Aphelios,0.14,7768,0.32,2455.3,0,0,0
Summer,Week 5,⁠⁠VIT - ⁠⁠MAD,VIT,Labrov,TahmKench,0.25,5083,0.04,224.21,0,0,0
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,G2,BrokenBlade,Gwen,1.5,14678,0.36,5344.18,11,8,19
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,G2,Jankos,Viego,7.0,12064,0.11,1340.1,110,11,121
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,G2,caPs,Taliyah,2.5,13566,0.26,3478.61,40,0,40
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,G2,Flakked,Draven,2.0,14552,0.13,1914.08,13,4,17
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,G2,Targamas,TahmKench,2.0,7105,0.14,972.44,0,0,0
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,AST,Vizicsacsi,Gnar,2.5,12164,0.26,3181.21,7,0,7
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,AST,Xerxe,MonkeyKing,2.33,10939,0.23,2536.97,94,3,97
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,AST,Dajor,Orianna,4.0,13039,0.15,1978.33,16,0,16
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,AST,Kobbe,Jinx,7.0,13724,0.25,3471.85,28,1,29
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,AST,JeongHoon,Braum,2.5,6879,0.1,700.65,0,0,0
Summer,Week 5,⁠⁠RGE - ⁠⁠FNC,FNC,Wunder,Gnar,2.0,16225,0.13,2142.64,16,0,16
Summer,Week 5,⁠⁠RGE - ⁠⁠FNC,FNC,Razork,Trundle,1.4,13567,0.13,1724.25,89,16,105
Summer,Week 5,⁠⁠RGE - ⁠⁠FNC,FNC,Humanoid,Corki,0.8,18164,0.36,6557.95,54,0,54
Summer,Week 5,⁠⁠RGE - ⁠⁠FNC,FNC,Upset,Aphelios,2.33,20277,0.33,6708.53,62,0,62
Summer,Week 5,⁠⁠RGE - ⁠⁠FNC,FNC,Hylissang,Nautilus,1.67,9372,0.05,458.9,0,0,0
Summer,Week 5,⁠⁠RGE - ⁠⁠FNC,RGE,Odoamne,Gangplank,5.0,19194,0.28,5348.51,32,7,39
Summer,Week 5,⁠⁠RGE - ⁠⁠FNC,RGE,Malrang,Poppy,3.0,13667,0.11,1490.3,107,7,114
Summer,Week 5,⁠⁠RGE - ⁠⁠FNC,RGE,Larssen,Azir,17.0,21483,0.31,6598.45,28,2,30
Summer,Week 5,⁠⁠RGE - ⁠⁠FNC,RGE,Comp,Caitlyn,6.5,19861,0.27,5287.4,39,0,39
Summer,Week 5,⁠⁠RGE - ⁠⁠FNC,RGE,Trymbi,Renata,6.5,11251,0.04,438.04,0,0,0
Summer,Week 5,⁠⁠BDS - ⁠⁠AST,AST,Vizicsacsi,Gangplank,10.0,15375,0.33,5103.8,8,12,20
Summer,Week 5,⁠⁠BDS - ⁠⁠AST,AST,Xerxe,MonkeyKing,10.0,12828,0.18,2327.37,110,8,118
Summer,Week 5,⁠⁠BDS - ⁠⁠AST,AST,Dajor,Vex,10.0,12351,0.23,2808.24,6,0,6
Summer,Week 5,⁠⁠BDS - ⁠⁠AST,AST,Kobbe,Zeri,10.0,14792,0.19,2874.81,14,0,14
Summer,Week 5,⁠⁠BDS - ⁠⁠AST,AST,JeongHoon,Rakan,5.5,7712,0.06,500.49,0,0,0
Summer,Week 5,⁠⁠BDS - ⁠⁠AST,BDS,Agresivoo,Gnar,0.33,11307,0.25,2797.86,11,0,11
Summer,Week 5,⁠⁠BDS - ⁠⁠AST,BDS,Cinkrof,XinZhao,1.0,9671,0.19,1791.61,114,0,114
Summer,Week 5,⁠⁠BDS - ⁠⁠AST,BDS,NUCLEARINT,Sylas,1.0,11456,0.23,2578.87,4,0,4
Summer,Week 5,⁠⁠BDS - ⁠⁠AST,BDS,xMatty,Aphelios,0.67,12241,0.3,3682.62,14,0,14
Summer,Week 5,⁠⁠BDS - ⁠⁠AST,BDS,Erdote,Zilean,3.0,6647,0.04,274.82,0,0,0
Summer,Week 5,⁠⁠SK - ⁠⁠MAD,MAD,Armut,Gangplank,16.0,13488,0.32,4290.0,2,0,2
Summer,Week 5,⁠⁠SK - ⁠⁠MAD,MAD,Elyoya,Trundle,17.0,10997,0.16,1726.21,80,19,99
Summer,Week 5,⁠⁠SK - ⁠⁠MAD,MAD,Nisqy,Taliyah,3.75,13067,0.3,3922.67,39,4,43
Summer,Week 5,⁠⁠SK - ⁠⁠MAD,MAD,UNF0RGIVEN,Jinx,5.5,14076,0.18,2482.43,28,0,28
Summer,Week 5,⁠⁠SK - ⁠⁠MAD,MAD,Kaiser,Rakan,6.0,8029,0.05,388.7,0,0,0
Summer,Week 5,⁠⁠SK - ⁠⁠MAD,SK,JNX,Gnar,1.0,11557,0.29,3352.75,19,0,19
Summer,Week 5,⁠⁠SK - ⁠⁠MAD,SK,Gilius,JarvanIV,2.25,9478,0.1,975.31,69,3,72
Summer,Week 5,⁠⁠SK - ⁠⁠MAD,SK,Sertuss,Sylas,3.0,11742,0.27,3202.53,16,0,16
Summer,Week 5,⁠⁠SK - ⁠⁠MAD,SK,Jezu,Aphelios,2.5,12685,0.27,3383.86,18,0,18
Summer,Week 5,⁠⁠SK - ⁠⁠MAD,SK,Treatz,Nautilus,2.25,6198,0.07,418.3,1,0,1
Summer,Week 5,⁠⁠VIT - ⁠⁠MSF,VIT,Alphari,Gnar,2.0,11039,0.16,1811.45,2,0,2
Summer,Week 5,⁠⁠VIT - ⁠⁠MSF,VIT,Haru,Trundle,9.0,10385,0.06,630.81,60,8,68
Summer,Week 5,⁠⁠VIT - ⁠⁠MSF,VIT,Perkz,Taliyah,13.0,15265,0.38,5817.13,28,13,41
Summer,Week 5,⁠⁠VIT - ⁠⁠MSF,VIT,Carzzy,Senna,11.0,10162,0.28,2880.46,4,7,11
Summer,Week 5,⁠⁠VIT - ⁠⁠MSF,VIT,Labrov,TahmKench,5.5,9276,0.11,1026.22,0,3,3
Summer,Week 5,⁠⁠VIT - ⁠⁠MSF,MSF,Irrelevant,Jax,0.5,10153,0.18,1836.11,2,0,2
Summer,Week 5,⁠⁠VIT - ⁠⁠MSF,MSF,Shlatan,Poppy,1.0,7419,0.1,740.66,93,4,97
Summer,Week 5,⁠⁠VIT - ⁠⁠MSF,MSF,Vetheo,Sylas,0.67,11241,0.25,2771.33,4,0,4
Summer,Week 5,⁠⁠VIT - ⁠⁠MSF,MSF,Neon,Aphelios,0.5,10664,0.4,4304.25,5,0,5
Summer,Week 5,⁠⁠VIT - ⁠⁠MSF,MSF,Mersa,Rakan,2.0,5896,0.07,407.77,0,0,0
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,RGE,Odoamne,Gnar,0.25,13358,0.24,3267.36,14,0,14
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,RGE,Malrang,Volibear,0.75,9559,0.11,1038.23,92,0,92
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,RGE,Larssen,Azir,1.5,15521,0.32,4898.37,17,0,17
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,RGE,Comp,Kalista,1.67,17611,0.24,4152.56,29,4,33
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,RGE,Trymbi,Sejuani,1.0,7964,0.1,759.74,0,0,0
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,G2,BrokenBlade,Gwen,8.0,16586,0.3,5043.91,37,8,45
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,G2,Jankos,XinZhao,6.5,14841,0.21,3104.66,94,17,111
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,G2,caPs,Taliyah,9.0,16912,0.18,3118.56,48,16,64
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,G2,Flakked,Aphelios,10.0,17587,0.23,3982.99,25,7,32
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,G2,Targamas,TahmKench,12.0,9334,0.08,707.76,0,0,0
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,XL,Finn,Gangplank,8.0,13690,0.33,4462.31,8,8,16
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,XL,Markoon,Trundle,13.0,9518,0.12,1109.73,45,8,53
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,XL,Nukeduck,Taliyah,9.0,10784,0.21,2280.71,33,6,39
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,XL,Patrik,Xayah,13.0,12592,0.25,3158.01,21,4,25
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,XL,Mikyx,Rakan,14.0,7745,0.1,737.08,0,0,0
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,FNC,Wunder,Gragas,0.4,8909,0.29,2597.61,1,0,1
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,FNC,Razork,MonkeyKing,0.67,7973,0.16,1299.72,97,9,106
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,FNC,Humanoid,Vex,0.5,8765,0.28,2485.88,4,0,4
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,FNC,Upset,Aphelios,2.0,9132,0.17,1586.2,8,0,8
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,FNC,Hylissang,TahmKench,0.4,5453,0.09,480.42,0,0,0
Summer,Week 6,⁠⁠SK - ⁠⁠AST,SK,JNX,Gwen,7.0,16477,0.31,5111.51,7,0,7
Summer,Week 6,⁠⁠SK - ⁠⁠AST,SK,Gilius,Hecarim,6.0,10629,0.12,1277.53,107,16,123
Summer,Week 6,⁠⁠SK - ⁠⁠AST,SK,Sertuss,Taliyah,17.0,14968,0.26,3890.22,44,1,45
Summer,Week 6,⁠⁠SK - ⁠⁠AST,SK,Jezu,Aphelios,7.0,15155,0.2,3084.3,24,0,24
Summer,Week 6,⁠⁠SK - ⁠⁠AST,SK,Treatz,Renata,15.0,8492,0.11,901.57,0,0,0
Summer,Week 6,⁠⁠SK - ⁠⁠AST,AST,Vizicsacsi,Gangplank,1.0,14991,0.28,4212.74,11,1,12
Summer,Week 6,⁠⁠SK - ⁠⁠AST,AST,Xerxe,Viego,1.75,11670,0.11,1289.75,101,0,101
Summer,Week 6,⁠⁠SK - ⁠⁠AST,AST,Dajor,Orianna,1.5,13129,0.2,2606.88,24,0,24
Summer,Week 6,⁠⁠SK - ⁠⁠AST,AST,Kobbe,Jinx,1.67,16792,0.29,4939.31,31,0,31
Summer,Week 6,⁠⁠SK - ⁠⁠AST,AST,JeongHoon,TahmKench,1.25,7743,0.12,896.31,0,0,0
Summer,Week 6,⁠⁠RGE - ⁠⁠MSF,RGE,Odoamne,Gwen,3.25,19616,0.21,4148.49,22,8,30
Summer,Week 6,⁠⁠RGE - ⁠⁠MSF,RGE,Malrang,Vi,1.29,12498,0.09,1094.98,109,8,117
Summer,Week 6,⁠⁠RGE - ⁠⁠MSF,RGE,Larssen,Taliyah,7.5,17559,0.24,4298.04,67,0,67
Summer,Week 6,⁠⁠RGE - ⁠⁠MSF,RGE,Comp,Ezreal,6.5,23180,0.4,9244.88,38,0,38
Summer,Week 6,⁠⁠RGE - ⁠⁠MSF,RGE,Trymbi,Amumu,1.57,10646,0.06,609.96,0,0,0
Summer,Week 6,⁠⁠RGE - ⁠⁠MSF,MSF,Irrelevant,Gnar,8.5,19383,0.27,5154.09,25,0,25
Summer,Week 6,⁠⁠RGE - ⁠⁠MSF,MSF,Zanzarah,Poppy,2.6,12325,0.08,980.85,117,4,121
Summer,Week 6,⁠⁠RGE - ⁠⁠MSF,MSF,Vetheo,Zoe,5.33,19841,0.33,6624.63,20,0,20
Summer,Week 6,⁠⁠RGE - ⁠⁠MSF,MSF,Neon,Zeri,19.0,21974,0.28,6199.63,46,0,46
Summer,Week 6,⁠⁠RGE - ⁠⁠MSF,MSF,Mersa,Leona,1.86,10214,0.04,393.13,0,0,0
Summer,Week 6,⁠⁠VIT - ⁠⁠XL,VIT,Alphari,Gnar,9.0,14507,0.22,3124.38,7,8,15
Summer,Week 6,⁠⁠VIT - ⁠⁠XL,VIT,Haru,Trundle,11.0,11594,0.09,1035.63,74,9,83
Summer,Week 6,⁠⁠VIT - ⁠⁠XL,VIT,Perkz,Taliyah,3.5,14013,0.32,4451.33,46,5,51
Summer,Week 6,⁠⁠VIT - ⁠⁠XL,VIT,Carzzy,Sivir,10.0,16568,0.31,5091.01,24,4,28
Summer,Week 6,⁠⁠VIT - ⁠⁠XL,VIT,Labrov,Renata,10.0,7936,0.07,558.44,0,0,0
Summer,Week 6,⁠⁠VIT - ⁠⁠XL,XL,Finn,Gangplank,0.67,12888,0.28,3632.44,7,4,11
Summer,Week 6,⁠⁠VIT - ⁠⁠XL,XL,Markoon,MonkeyKing,1.0,10240,0.2,2039.59,129,4,133
Summer,Week 6,⁠⁠VIT - ⁠⁠XL,XL,Nukeduck,Ahri,2.0,13612,0.17,2248.25,14,0,14
Summer,Week 6,⁠⁠VIT - ⁠⁠XL,XL,Patrik,Aphelios,0.33,13561,0.27,3669.06,29,0,29
Summer,Week 6,⁠⁠VIT - ⁠⁠XL,XL,Mikyx,Zilean,1.0,7070,0.08,588.56,0,0,0
Summer,Week 6,⁠⁠BDS - ⁠⁠G2,BDS,Agresivoo,Kennen,1.8,11406,0.26,3009.25,9,3,12
Summer,Week 6,⁠⁠BDS - ⁠⁠G2,BDS,Cinkrof,Poppy,4.0,8662,0.12,999.86,81,9,90
Summer,Week 6,⁠⁠BDS - ⁠⁠G2,BDS,NUCLEARINT,Zoe,4.0,11352,0.16,1796.92,16,0,16
Summer,Week 6,⁠⁠BDS - ⁠⁠G2,BDS,xMatty,Aphelios,3.0,15590,0.36,5549.13,34,1,35
Summer,Week 6,⁠⁠BDS - ⁠⁠G2,BDS,LIMIT,TahmKench,2.25,7261,0.11,773.34,0,0,0
Summer,Week 6,⁠⁠BDS - ⁠⁠G2,G2,BrokenBlade,Gwen,6.0,16330,0.36,5803.65,17,4,21
Summer,Week 6,⁠⁠BDS - ⁠⁠G2,G2,Jankos,MonkeyKing,4.33,11520,0.19,2204.64,86,4,90
Summer,Week 6,⁠⁠BDS - ⁠⁠G2,G2,caPs,Swain,1.75,12122,0.21,2501.09,18,0,18
Summer,Week 6,⁠⁠BDS - ⁠⁠G2,G2,Flakked,Sivir,12.0,14340,0.21,3005.7,22,4,26
Summer,Week 6,⁠⁠BDS - ⁠⁠G2,G2,Targamas,Lulu,6.0,8161,0.04,304.39,0,0,0
Summer,Week 6,⁠⁠MAD - ⁠⁠FNC,FNC,Wunder,Jayce,1.67,11320,0.35,3935.05,33,4,37
Summer,Week 6,⁠⁠MAD - ⁠⁠FNC,FNC,Razork,MonkeyKing,1.0,11124,0.17,1934.43,82,17,99
Summer,Week 6,⁠⁠MAD - ⁠⁠FNC,FNC,Humanoid,Ahri,4.0,12623,0.2,2521.44,12,6,18
Summer,Week 6,⁠⁠MAD - ⁠⁠FNC,FNC,Upset,Sivir,3.5,13240,0.21,2769.74,32,4,36
Summer,Week 6,⁠⁠MAD - ⁠⁠FNC,FNC,Hylissang,Zilean,1.25,6658,0.07,462.99,0,0,0
Summer,Week 6,⁠⁠MAD - ⁠⁠FNC,MAD,Armut,Gwen,9.0,15402,0.27,4152.39,11,0,11
Summer,Week 6,⁠⁠MAD - ⁠⁠FNC,MAD,Elyoya,Vi,6.5,10387,0.14,1503.65,86,7,93
Summer,Week 6,⁠⁠MAD - ⁠⁠FNC,MAD,Nisqy,Taliyah,11.0,13425,0.28,3804.45,35,4,39
Summer,Week 6,⁠⁠MAD - ⁠⁠FNC,MAD,UNF0RGIVEN,Jinx,7.0,14688,0.21,3094.11,24,8,32
Summer,Week 6,⁠⁠MAD - ⁠⁠FNC,MAD,Kaiser,Rakan,4.67,7627,0.09,698.6,0,0,0
Summer,Week 6,⁠⁠SK - ⁠⁠MSF,MSF,Irrelevant,Shyvana,9.0,10592,0.27,2877.42,12,2,14
Summer,Week 6,⁠⁠SK - ⁠⁠MSF,MSF,Zanzarah,Poppy,12.0,9596,0.13,1285.18,71,22,93
Summer,Week 6,⁠⁠SK - ⁠⁠MSF,MSF,Vetheo,Akali,12.0,13287,0.24,3127.45,8,0,8
Summer,Week 6,⁠⁠SK - ⁠⁠MSF,MSF,Neon,Sivir,12.0,13800,0.31,4313.19,16,4,20
Summer,Week 6,⁠⁠SK - ⁠⁠MSF,MSF,Mersa,Leona,12.0,7471,0.05,347.29,0,0,0
Summer,Week 6,⁠⁠SK - ⁠⁠MSF,SK,JNX,Gnar,1.0,11204,0.32,3559.97,3,0,3
Summer,Week 6,⁠⁠SK - ⁠⁠MSF,SK,Gilius,Vi,0.4,7018,0.1,693.33,80,4,84
Summer,Week 6,⁠⁠SK - ⁠⁠MSF,SK,Sertuss,Sylas,0.2,7738,0.15,1173.09,8,4,12
Summer,Week 6,⁠⁠SK - ⁠⁠MSF,SK,Jezu,Zeri,2.0,10795,0.38,4097.12,27,0,27
Summer,Week 6,⁠⁠SK - ⁠⁠MSF,SK,Treatz,Alistar,0.5,6454,0.05,337.71,0,0,0
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,AST,Vizicsacsi,Gangplank,4.0,13179,0.19,2551.05,12,8,20
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,AST,Xerxe,MonkeyKing,14.0,12946,0.22,2790.73,97,24,121
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,AST,Dajor,Ahri,9.0,14672,0.17,2468.96,8,0,8
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,AST,Kobbe,Sivir,13.0,15954,0.3,4750.78,16,4,20
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,AST,JeongHoon,Bard,3.33,8096,0.12,1010.43,0,0,0
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,RGE,Odoamne,Gnar,0.67,10481,0.27,2789.84,12,0,12
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,RGE,Malrang,Trundle,0.8,8284,0.15,1242.03,80,0,80
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,RGE,Larssen,Taliyah,1.0,11459,0.2,2295.01,20,4,24
