Split,Week,Game,Team,Player,Champion,KDA,Gold,TDamage,Gold/Damage,TeamJungle Kills,EnemyJungle Kills,Jungle Share
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,RGE,Comp,Aphelios,2.5,14455,0.3,4350.73,21,1,22
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,RGE,Trymbi,Lulu,2.0,7028,0.08,580.68,0,0,0
Summer,Week 6,⁠⁠MAD - ⁠⁠XL,MAD,Armut,Gwen,2.0,14028,0.25,3450.55,11,0,11
Summer,Week 6,⁠⁠MAD - ⁠⁠XL,MAD,Elyoya,Trundle,4.67,11858,0.12,1412.04,59,19,78
Summer,Week 6,⁠⁠MAD - ⁠⁠XL,MAD,Nisqy,TwistedFate,4.67,13169,0.21,2784.88,26,0,26
Summer,Week 6,⁠⁠MAD - ⁠⁠XL,MAD,UNF0RGIVEN,Draven,7.0,20821,0.32,6687.71,33,8,41
Summer,Week 6,⁠⁠MAD - ⁠⁠XL,MAD,Kaiser,Leona,16.0,9346,0.1,955.84,0,0,0
Summer,Week 6,⁠⁠MAD - ⁠⁠XL,XL,Finn,Jax,2.33,14305,0.14,1961.01,13,4,17
Summer,Week 6,⁠⁠MAD - ⁠⁠XL,XL,Markoon,Poppy,2.0,10320,0.16,1696.45,98,5,103
Summer,Week 6,⁠⁠MAD - ⁠⁠XL,XL,Nukeduck,Akali,3.0,12519,0.22,2790.3,8,4,12
Summer,Week 6,⁠⁠MAD - ⁠⁠XL,XL,Patrik,Lucian,3.5,13311,0.38,5005.73,34,0,34
Summer,Week 6,⁠⁠MAD - ⁠⁠XL,XL,Mikyx,Nami,0.4,7212,0.1,718.21,1,0,1
Summer,Week 6,⁠⁠BDS - ⁠⁠FNC,FNC,Wunder,Gragas,8.0,12105,0.26,3108.4,5,4,9
Summer,Week 6,⁠⁠BDS - ⁠⁠FNC,FNC,Razork,Trundle,10.0,10040,0.14,1387.34,91,7,98
Summer,Week 6,⁠⁠BDS - ⁠⁠FNC,FNC,Humanoid,Taliyah,10.0,13466,0.23,3061.33,16,13,29
Summer,Week 6,⁠⁠BDS - ⁠⁠FNC,FNC,Upset,Sivir,13.0,14534,0.29,4231.23,17,4,21
Summer,Week 6,⁠⁠BDS - ⁠⁠FNC,FNC,Hylissang,Nautilus,6.0,7731,0.09,669.25,0,0,0
Summer,Week 6,⁠⁠BDS - ⁠⁠FNC,BDS,Agresivoo,Gnar,0.0,11000,0.14,1557.93,11,0,11
Summer,Week 6,⁠⁠BDS - ⁠⁠FNC,BDS,Cinkrof,Poppy,2.0,7999,0.09,752.49,92,14,106
Summer,Week 6,⁠⁠BDS - ⁠⁠FNC,BDS,NUCLEARINT,Zoe,0.75,9652,0.26,2506.6,5,0,5
Summer,Week 6,⁠⁠BDS - ⁠⁠FNC,BDS,xMatty,Ezreal,1.0,12183,0.42,5174.16,9,0,9
Summer,Week 6,⁠⁠BDS - ⁠⁠FNC,BDS,LIMIT,Braum,0.75,6211,0.08,496.23,0,0,0
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,G2,BrokenBlade,Irelia,0.4,10555,0.18,1907.03,0,0,0
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,G2,Jankos,Viego,0.5,7688,0.14,1098.97,94,8,102
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,G2,caPs,Taliyah,0.5,8748,0.35,3087.95,9,0,9
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,G2,Flakked,Kaisa,0.5,11161,0.24,2684.65,12,0,12
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,G2,Targamas,Nautilus,0.4,5538,0.08,458.82,0,0,0
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,VIT,Alphari,Gnar,14.0,13420,0.28,3741.56,11,0,11
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,VIT,Haru,Trundle,18.0,9693,0.1,975.06,54,18,72
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,VIT,Perkz,Ahri,17.0,13765,0.26,3627.67,15,0,15
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,VIT,Carzzy,Ezreal,15.0,12879,0.27,3509.32,14,8,22
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,VIT,Labrov,Renata,18.0,8365,0.08,707.46,2,2,4
Summer,Week 7,⁠⁠MSF - ⁠⁠AST,MSF,Irrelevant,Sejuani,12.0,12517,0.23,2855.05,0,1,1
Summer,Week 7,⁠⁠MSF - ⁠⁠AST,MSF,Zanzarah,Poppy,3.33,10222,0.1,1054.75,68,12,80
Summer,Week 7,⁠⁠MSF - ⁠⁠AST,MSF,Vetheo,Taliyah,12.0,13956,0.25,3507.62,24,4,28
Summer,Week 7,⁠⁠MSF - ⁠⁠AST,MSF,Neon,Sivir,17.0,15342,0.38,5776.29,14,0,14
Summer,Week 7,⁠⁠MSF - ⁠⁠AST,MSF,Mersa,Leona,9.0,7255,0.04,296.62,0,0,0
Summer,Week 7,⁠⁠MSF - ⁠⁠AST,AST,Vizicsacsi,Gnar,0.5,8948,0.23,2056.11,5,0,5
Summer,Week 7,⁠⁠MSF - ⁠⁠AST,AST,Xerxe,Viego,3.0,9471,0.19,1810.39,70,21,91
Summer,Week 7,⁠⁠MSF - ⁠⁠AST,AST,Dajor,Orianna,0.8,11203,0.25,2842.29,16,1,17
Summer,Week 7,⁠⁠MSF - ⁠⁠AST,AST,Kobbe,Draven,1.0,11961,0.23,2738.91,18,0,18
Summer,Week 7,⁠⁠MSF - ⁠⁠AST,AST,JeongHoon,Pyke,0.8,6495,0.1,625.92,0,0,0
Summer,Week 7,⁠⁠VIT - ⁠⁠BDS,VIT,Alphari,Gnar,13.0,10939,0.18,1949.62,0,0,0
Summer,Week 7,⁠⁠VIT - ⁠⁠BDS,VIT,Haru,Trundle,19.0,10434,0.21,2235.61,66,13,79
Summer,Week 7,⁠⁠VIT - ⁠⁠BDS,VIT,Perkz,Swain,16.0,10569,0.21,2257.02,13,4,17
Summer,Week 7,⁠⁠VIT - ⁠⁠BDS,VIT,Carzzy,Sivir,15.0,11716,0.28,3234.69,13,1,14
Summer,Week 7,⁠⁠VIT - ⁠⁠BDS,VIT,Labrov,Renata,17.0,6452,0.12,760.49,0,0,0
Summer,Week 7,⁠⁠VIT - ⁠⁠BDS,BDS,Agresivoo,Kennen,0.5,7484,0.24,1789.14,4,0,4
Summer,Week 7,⁠⁠VIT - ⁠⁠BDS,BDS,Cinkrof,MonkeyKing,0.17,6338,0.13,835.57,88,2,90
Summer,Week 7,⁠⁠VIT - ⁠⁠BDS,BDS,NUCLEARINT,Qiyana,0.25,7846,0.19,1525.0,0,0,0
Summer,Week 7,⁠⁠VIT - ⁠⁠BDS,BDS,xMatty,Zeri,0.67,9467,0.32,3027.56,8,0,8
Summer,Week 7,⁠⁠VIT - ⁠⁠BDS,BDS,LIMIT,Amumu,0.17,4883,0.11,561.23,0,0,0
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,FNC,Wunder,Ornn,10.0,9344,0.18,1718.28,1,0,1
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,FNC,Razork,Trundle,10.0,9105,0.12,1070.52,65,24,89
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,FNC,Humanoid,Azir,9.0,13027,0.3,3937.48,12,11,23
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,FNC,Upset,KogMaw,8.0,11943,0.33,3977.29,11,5,16
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,FNC,Hylissang,Lulu,12.0,7086,0.06,448.24,0,0,0
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,SK,JNX,Gnar,0.33,10049,0.4,3993.99,4,0,4
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,SK,Gilius,MonkeyKing,0.0,6185,0.1,612.78,70,2,72
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,SK,Sertuss,Akali,0.25,8441,0.16,1372.55,0,0,0
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,SK,Jezu,Sivir,0.0,8184,0.16,1323.61,16,0,16
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,SK,Treatz,Yuumi,0.0,4917,0.18,880.81,0,0,0
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,RGE,Odoamne,Gwen,5.0,14057,0.29,4096.04,9,8,17
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,RGE,Malrang,MonkeyKing,8.0,11472,0.16,1817.8,79,13,92
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,RGE,Larssen,Ahri,6.0,15311,0.2,3067.81,40,12,52
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,RGE,Comp,Ezreal,6.0,16225,0.29,4779.28,25,4,29
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,RGE,Trymbi,Rakan,7.0,7623,0.06,421.0,0,0,0
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,MAD,Armut,Sejuani,1.0,10972,0.2,2244.62,9,0,9
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,MAD,Elyoya,Trundle,3.0,8375,0.13,1114.01,78,3,81
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,MAD,Nisqy,Taliyah,0.33,13558,0.28,3829.31,37,0,37
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,MAD,UNF0RGIVEN,Zeri,0.33,14273,0.28,4063.48,30,0,30
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,MAD,Kaiser,Lulu,2.0,6521,0.1,621.25,0,0,0
Summer,Week 7,⁠⁠G2 - ⁠⁠XL,XL,Finn,Ornn,0.4,9081,0.14,1244.26,3,0,3
Summer,Week 7,⁠⁠G2 - ⁠⁠XL,XL,Markoon,Viego,1.5,9940,0.24,2405.16,98,7,105
Summer,Week 7,⁠⁠G2 - ⁠⁠XL,XL,Nukeduck,Leblanc,1.67,9027,0.35,3138.47,12,0,12
Summer,Week 7,⁠⁠G2 - ⁠⁠XL,XL,Patrik,Nilah,0.5,10900,0.17,1900.85,4,0,4
Summer,Week 7,⁠⁠G2 - ⁠⁠XL,XL,Mikyx,Taric,1.33,6187,0.1,612.2,0,0,0
Summer,Week 7,⁠⁠G2 - ⁠⁠XL,G2,BrokenBlade,Sejuani,16.0,10871,0.14,1537.69,4,4,8
Summer,Week 7,⁠⁠G2 - ⁠⁠XL,G2,Jankos,JarvanIV,6.33,11458,0.13,1444.87,96,4,100
Summer,Week 7,⁠⁠G2 - ⁠⁠XL,G2,caPs,Sylas,8.0,11651,0.23,2665.54,9,1,10
Summer,Week 7,⁠⁠G2 - ⁠⁠XL,G2,Flakked,Sivir,17.0,14692,0.42,6181.22,18,6,24
Summer,Week 7,⁠⁠G2 - ⁠⁠XL,G2,Targamas,Lulu,16.0,7274,0.08,603.36,0,0,0
Summer,Week 7,⁠⁠VIT - ⁠⁠AST,AST,Vizicsacsi,Ornn,19.0,17256,0.15,2645.85,0,0,0
Summer,Week 7,⁠⁠VIT - ⁠⁠AST,AST,Xerxe,Trundle,8.5,13252,0.13,1740.67,101,1,102
Summer,Week 7,⁠⁠VIT - ⁠⁠AST,AST,Dajor,Sylas,3.2,17648,0.37,6553.51,29,4,33
Summer,Week 7,⁠⁠VIT - ⁠⁠AST,AST,Kobbe,Twitch,2.33,20834,0.25,5300.27,27,0,27
Summer,Week 7,⁠⁠VIT - ⁠⁠AST,AST,JeongHoon,Renata,5.25,10999,0.09,985.17,0,0,0
Summer,Week 7,⁠⁠VIT - ⁠⁠AST,VIT,Alphari,Gnar,1.8,17531,0.23,3969.92,29,4,33
Summer,Week 7,⁠⁠VIT - ⁠⁠AST,VIT,Haru,JarvanIV,2.4,12599,0.07,913.11,83,4,87
Summer,Week 7,⁠⁠VIT - ⁠⁠AST,VIT,Perkz,Akali,1.6,15855,0.24,3790.83,24,16,40
Summer,Week 7,⁠⁠VIT - ⁠⁠AST,VIT,Carzzy,Zeri,8.0,20800,0.41,8480.97,36,0,36
Summer,Week 7,⁠⁠VIT - ⁠⁠AST,VIT,Labrov,Rakan,2.8,10088,0.05,547.19,0,0,0
Summer,Week 7,⁠⁠BDS - ⁠⁠XL,BDS,Agresivoo,Ornn,5.0,15736,0.17,2643.34,0,0,0
Summer,Week 7,⁠⁠BDS - ⁠⁠XL,BDS,Cinkrof,XinZhao,4.67,14342,0.13,1824.64,143,8,151
Summer,Week 7,⁠⁠BDS - ⁠⁠XL,BDS,NUCLEARINT,Ahri,22.0,21258,0.34,7260.04,16,4,20
Summer,Week 7,⁠⁠BDS - ⁠⁠XL,BDS,xMatty,Twitch,6.33,16819,0.28,4732.81,21,4,25
Summer,Week 7,⁠⁠BDS - ⁠⁠XL,BDS,LIMIT,Renata,22.0,10845,0.08,887.97,0,0,0
Summer,Week 7,⁠⁠BDS - ⁠⁠XL,XL,Finn,Gnar,1.8,16349,0.23,3768.05,25,7,32
Summer,Week 7,⁠⁠BDS - ⁠⁠XL,XL,Markoon,MonkeyKing,1.17,10699,0.1,1120.64,110,1,111
Summer,Week 7,⁠⁠BDS - ⁠⁠XL,XL,Nukeduck,Taliyah,1.6,13907,0.23,3163.03,35,0,35
Summer,Week 7,⁠⁠BDS - ⁠⁠XL,XL,Patrik,Sivir,1.8,16935,0.36,6169.69,27,4,31
Summer,Week 7,⁠⁠BDS - ⁠⁠XL,XL,Mikyx,Bard,1.17,8860,0.07,646.99,0,0,0
Summer,Week 7,⁠⁠MSF - ⁠⁠MAD,MSF,Irrelevant,Ornn,17.0,12698,0.16,2083.25,5,0,5
Summer,Week 7,⁠⁠MSF - ⁠⁠MAD,MSF,Zanzarah,Trundle,2.33,10414,0.09,986.71,86,4,90
Summer,Week 7,⁠⁠MSF - ⁠⁠MAD,MSF,Vetheo,Sylas,7.5,15144,0.23,3501.15,12,4,16
Summer,Week 7,⁠⁠MSF - ⁠⁠MAD,MSF,Neon,Twitch,16.0,15768,0.37,5808.2,20,0,20
Summer,Week 7,⁠⁠MSF - ⁠⁠MAD,MSF,Mersa,Yuumi,21.0,8248,0.14,1168.3,0,0,0
Summer,Week 7,⁠⁠MSF - ⁠⁠MAD,MAD,Armut,Aatrox,0.38,11896,0.21,2463.48,14,5,19
Summer,Week 7,⁠⁠MSF - ⁠⁠MAD,MAD,Elyoya,Vi,1.8,10718,0.15,1630.4,101,21,122
Summer,Week 7,⁠⁠MSF - ⁠⁠MAD,MAD,Nisqy,Ahri,2.67,13475,0.32,4359.53,17,8,25
Summer,Week 7,⁠⁠MSF - ⁠⁠MAD,MAD,UNF0RGIVEN,Zeri,1.67,13252,0.26,3401.91,25,0,25
Summer,Week 7,⁠⁠MSF - ⁠⁠MAD,MAD,Kaiser,Rakan,2.0,7157,0.06,433.43,0,0,0
Summer,Week 7,⁠⁠SK - ⁠⁠RGE,SK,JNX,Shyvana,4.0,14244,0.35,5025.78,10,20,30
Summer,Week 7,⁠⁠SK - ⁠⁠RGE,SK,Gilius,Poppy,4.0,9685,0.13,1299.81,106,4,110
Summer,Week 7,⁠⁠SK - ⁠⁠RGE,SK,Sertuss,Leblanc,5.0,12374,0.26,3168.03,16,1,17
Summer,Week 7,⁠⁠SK - ⁠⁠RGE,SK,Jezu,Vayne,5.0,13967,0.21,2870.18,20,0,20
Summer,Week 7,⁠⁠SK - ⁠⁠RGE,SK,Treatz,Renata,6.0,6648,0.05,341.95,0,0,0
Summer,Week 7,⁠⁠SK - ⁠⁠RGE,RGE,Odoamne,Ornn,2.0,11752,0.33,3826.49,7,0,7
Summer,Week 7,⁠⁠SK - ⁠⁠RGE,RGE,Malrang,Pantheon,2.0,8550,0.12,1000.57,97,0,97
Summer,Week 7,⁠⁠SK - ⁠⁠RGE,RGE,Larssen,Taliyah,0.33,10632,0.18,1929.55,18,0,18
Summer,Week 7,⁠⁠SK - ⁠⁠RGE,RGE,Comp,Sivir,1.0,12632,0.23,2887.68,26,0,26
Summer,Week 7,⁠⁠SK - ⁠⁠RGE,RGE,Trymbi,Ashe,0.67,6362,0.15,937.03,0,0,0
Summer,Week 7,⁠⁠G2 - ⁠⁠FNC,FNC,Wunder,JarvanIV,1.4,10738,0.14,1523.77,7,0,7
Summer,Week 7,⁠⁠G2 - ⁠⁠FNC,FNC,Razork,MonkeyKing,2.33,10405,0.16,1650.08,91,4,95
Summer,Week 7,⁠⁠G2 - ⁠⁠FNC,FNC,Humanoid,Azir,1.2,11724,0.31,3639.2,13,1,14
Summer,Week 7,⁠⁠G2 - ⁠⁠FNC,FNC,Upset,Ezreal,2.25,11158,0.35,3877.16,12,0,12
Summer,Week 7,⁠⁠G2 - ⁠⁠FNC,FNC,Hylissang,Rakan,0.43,6236,0.04,259.58,0,0,0
Summer,Week 7,⁠⁠G2 - ⁠⁠FNC,G2,BrokenBlade,Sejuani,16.0,13522,0.17,2307.24,9,0,9
Summer,Week 7,⁠⁠G2 - ⁠⁠FNC,G2,Jankos,Pantheon,4.25,12259,0.2,2411.21,75,27,102
Summer,Week 7,⁠⁠G2 - ⁠⁠FNC,G2,caPs,Sylas,5.67,13739,0.24,3287.79,29,0,29
Summer,Week 7,⁠⁠G2 - ⁠⁠FNC,G2,Flakked,Draven,18.0,17482,0.32,5570.64,16,0,16
Summer,Week 7,⁠⁠G2 - ⁠⁠FNC,G2,Targamas,Renata,21.0,9583,0.07,716.13,0,1,1
Summer,Week 8,⁠⁠BDS - ⁠⁠MSF,BDS,Agresivoo,Ornn,0.5,8174,0.21,1754.52,0,0,0
Summer,Week 8,⁠⁠BDS - ⁠⁠MSF,BDS,Cinkrof,XinZhao,1.25,9193,0.16,1514.44,95,1,96
Summer,Week 8,⁠⁠BDS - ⁠⁠MSF,BDS,NUCLEARINT,Ahri,0.33,9353,0.23,2147.14,12,0,12
Summer,Week 8,⁠⁠BDS - ⁠⁠MSF,BDS,xMatty,Twitch,0.8,9600,0.29,2746.16,12,0,12
Summer,Week 8,⁠⁠BDS - ⁠⁠MSF,BDS,LIMIT,TahmKench,0.5,5411,0.1,568.1,0,0,0
Summer,Week 8,⁠⁠BDS - ⁠⁠MSF,MSF,Irrelevant,Sejuani,16.0,12118,0.21,2539.77,8,0,8
Summer,Week 8,⁠⁠BDS - ⁠⁠MSF,MSF,Zanzarah,Skarner,11.0,8411,0.07,600.86,82,6,88
Summer,Week 8,⁠⁠BDS - ⁠⁠MSF,MSF,Vetheo,Sylas,14.0,14737,0.21,3149.71,12,13,25
Summer,Week 8,⁠⁠BDS - ⁠⁠MSF,MSF,Neon,Sivir,9.5,12751,0.45,5730.99,16,9,25
Summer,Week 8,⁠⁠BDS - ⁠⁠MSF,MSF,Mersa,Braum,19.0,7303,0.06,407.46,0,0,0
Summer,Week 8,⁠⁠VIT - ⁠⁠SK,SK,JNX,Darius,3.0,14473,0.2,2890.71,13,0,13
Summer,Week 8,⁠⁠VIT - ⁠⁠SK,SK,Gilius,Vi,4.0,13043,0.11,1437.38,112,6,118
Summer,Week 8,⁠⁠VIT - ⁠⁠SK,SK,Sertuss,Leblanc,5.5,16475,0.39,6379.33,30,4,34
Summer,Week 8,⁠⁠VIT - ⁠⁠SK,SK,Jezu,Yasuo,6.5,18266,0.24,4372.69,36,17,53
Summer,Week 8,⁠⁠VIT - ⁠⁠SK,SK,Treatz,Rakan,3.25,9499,0.06,602.84,0,0,0
Summer,Week 8,⁠⁠VIT - ⁠⁠SK,VIT,Alphari,Ornn,4.5,12103,0.18,2199.04,2,0,2
Summer,Week 8,⁠⁠VIT - ⁠⁠SK,VIT,Haru,JarvanIV,4.0,11476,0.17,1902.97,75,9,84
Summer,Week 8,⁠⁠VIT - ⁠⁠SK,VIT,Perkz,Ahri,3.0,15961,0.33,5301.65,39,4,43
Summer,Week 8,⁠⁠VIT - ⁠⁠SK,VIT,Carzzy,Sivir,2.5,16504,0.18,3032.78,34,0,34
Summer,Week 8,⁠⁠VIT - ⁠⁠SK,VIT,Labrov,Galio,6.0,8632,0.14,1178.8,0,0,0
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,RGE,Odoamne,Renekton,15.0,14477,0.23,3337.17,3,0,3
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,RGE,Malrang,JarvanIV,21.0,11339,0.14,1592.5,72,13,85
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,RGE,Larssen,Taliyah,10.5,15563,0.27,4226.95,44,4,48
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,RGE,Comp,Sivir,21.0,16706,0.29,4925.34,27,8,35
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,RGE,Trymbi,Rakan,5.33,8637,0.06,540.79,0,0,0
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,XL,Finn,Sejuani,0.5,10572,0.19,2051.63,9,0,9
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,XL,Markoon,Vi,1.25,9050,0.13,1154.89,96,7,103
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,XL,Nukeduck,Sylas,0.75,11631,0.31,3609.81,16,0,16
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,XL,Patrik,Draven,0.75,13519,0.33,4420.57,12,0,12
Summer,Week 8,⁠⁠RGE - ⁠⁠XL,XL,Mikyx,Nautilus,0.14,6463,0.04,264.82,0,0,0
Summer,Week 8,⁠⁠FNC - ⁠⁠AST,AST,Vizicsacsi,Kennen,2.0,12987,0.36,4623.26,0,0,0
Summer,Week 8,⁠⁠FNC - ⁠⁠AST,AST,Xerxe,Trundle,6.0,9885,0.19,1894.15,80,0,80
Summer,Week 8,⁠⁠FNC - ⁠⁠AST,AST,Dajor,Karma,7.0,10282,0.21,2120.24,0,0,0
Summer,Week 8,⁠⁠FNC - ⁠⁠AST,AST,Kobbe,Zeri,5.0,12432,0.2,2441.45,30,0,30
Summer,Week 8,⁠⁠FNC - ⁠⁠AST,AST,JeongHoon,Rakan,0.83,6446,0.05,320.99,0,0,0
Summer,Week 8,⁠⁠FNC - ⁠⁠AST,FNC,Wunder,Gwen,6.0,12775,0.19,2389.49,19,4,23
Summer,Week 8,⁠⁠FNC - ⁠⁠AST,FNC,Razork,Poppy,4.5,10212,0.12,1203.91,83,33,116
Summer,Week 8,⁠⁠FNC - ⁠⁠AST,FNC,Humanoid,Leblanc,6.0,13093,0.33,4264.53,13,4,17
Summer,Week 8,⁠⁠FNC - ⁠⁠AST,FNC,Upset,Lucian,3.5,15052,0.3,4495.81,27,4,31
Summer,Week 8,⁠⁠FNC - ⁠⁠AST,FNC,Hylissang,Nami,3.5,7828,0.07,553.19,0,0,0
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,G2,BrokenBlade,Gwen,2.8,16160,0.28,4599.39,12,8,20
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,G2,Jankos,Trundle,8.0,12359,0.16,2016.42,74,12,86
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,G2,caPs,Ahri,15.0,15747,0.27,4182.28,24,4,28
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,G2,Flakked,Draven,4.67,18635,0.25,4649.94,22,0,22
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,G2,Targamas,Lulu,17.0,9149,0.04,339.52,0,0,0
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,MAD,Armut,Jax,1.0,14435,0.16,2283.47,21,1,22
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,MAD,Elyoya,MonkeyKing,1.6,9944,0.15,1493.74,89,14,103
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,MAD,Nisqy,Taliyah,5.5,14084,0.33,4716.34,26,2,28
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,MAD,UNF0RGIVEN,Aphelios,4.0,16763,0.31,5191.28,11,0,11
Summer,Week 8,⁠⁠MAD - ⁠⁠G2,MAD,Kaiser,Leona,1.5,7185,0.05,337.95,0,0,0
Summer,Week 8,⁠⁠BDS - ⁠⁠RGE,RGE,Odoamne,Gwen,0.8,11512,0.32,3641.89,12,0,12
Summer,Week 8,⁠⁠BDS - ⁠⁠RGE,RGE,Malrang,Trundle,1.6,8722,0.12,1079.99,73,1,74
Summer,Week 8,⁠⁠BDS - ⁠⁠RGE,RGE,Larssen,Ahri,7.0,12476,0.26,3255.56,16,0,16
Summer,Week 8,⁠⁠BDS - ⁠⁠RGE,RGE,Comp,Kalista,1.33,14214,0.23,3219.13,37,4,41
Summer,Week 8,⁠⁠BDS - ⁠⁠RGE,RGE,Trymbi,Taric,1.4,6572,0.07,475.8,0,0,0
Summer,Week 8,⁠⁠BDS - ⁠⁠RGE,BDS,Agresivoo,Akali,4.0,12564,0.19,2397.38,0,0,0
Summer,Week 8,⁠⁠BDS - ⁠⁠RGE,BDS,Cinkrof,MonkeyKing,17.0,12857,0.21,2754.63,119,16,135
Summer,Week 8,⁠⁠BDS - ⁠⁠RGE,BDS,NUCLEARINT,Swain,16.0,12947,0.26,3302.62,12,0,12
Summer,Week 8,⁠⁠BDS - ⁠⁠RGE,BDS,xMatty,Sivir,17.0,16169,0.28,4509.21,24,0,24
Summer,Week 8,⁠⁠BDS - ⁠⁠RGE,BDS,LIMIT,Rakan,6.0,8024,0.06,489.2,0,0,0
Summer,Week 8,⁠⁠SK - ⁠⁠XL,XL,Finn,Sejuani,3.0,14244,0.11,1626.54,14,4,18
Summer,Week 8,⁠⁠SK - ⁠⁠XL,XL,Markoon,Trundle,5.0,13289,0.09,1237.91,106,0,106
Summer,Week 8,⁠⁠SK - ⁠⁠XL,XL,Nukeduck,Azir,9.0,20437,0.25,5057.89,33,9,42
Summer,Week 8,⁠⁠SK - ⁠⁠XL,XL,Patrik,Sivir,13.0,22854,0.48,11033.99,48,12,60
Summer,Week 8,⁠⁠SK - ⁠⁠XL,XL,Mikyx,TahmKench,2.0,10942,0.06,682.41,0,0,0
Summer,Week 8,⁠⁠SK - ⁠⁠XL,SK,JNX,Sett,1.75,14404,0.21,3013.65,11,0,11
Summer,Week 8,⁠⁠SK - ⁠⁠XL,SK,Gilius,Poppy,3.33,12584,0.08,959.0,115,0,115
Summer,Week 8,⁠⁠SK - ⁠⁠XL,SK,Sertuss,Taliyah,4.0,17054,0.31,5350.25,40,0,40
Summer,Week 8,⁠⁠SK - ⁠⁠XL,SK,Jezu,Draven,11.0,24519,0.34,8437.46,46,0,46
Summer,Week 8,⁠⁠SK - ⁠⁠XL,SK,Treatz,Nautilus,2.75,9354,0.06,530.61,0,0,0
Summer,Week 8,⁠⁠MAD - ⁠⁠AST,AST,Vizicsacsi,Shyvana,2.0,17831,0.31,5526.87,27,5,32
Summer,Week 8,⁠⁠MAD - ⁠⁠AST,AST,Xerxe,MonkeyKing,1.75,14643,0.12,1765.7,144,8,152
Summer,Week 8,⁠⁠MAD - ⁠⁠AST,AST,Dajor,Ahri,1.17,17502,0.19,3321.81,2,0,2
Summer,Week 8,⁠⁠MAD - ⁠⁠AST,AST,Kobbe,Zeri,5.5,22968,0.33,7529.01,50,9,59
Summer,Week 8,⁠⁠MAD - ⁠⁠AST,AST,JeongHoon,Bard,3.0,10493,0.05,544.14,0,0,0
Summer,Week 8,⁠⁠MAD - ⁠⁠AST,MAD,Armut,Sejuani,3.75,17435,0.18,3064.56,17,4,21
Summer,Week 8,⁠⁠MAD - ⁠⁠AST,MAD,Elyoya,Poppy,6.5,14022,0.08,1096.8,95,14,109
Summer,Week 8,⁠⁠MAD - ⁠⁠AST,MAD,Nisqy,Sylas,4.67,21460,0.24,5061.09,37,8,45
Summer,Week 8,⁠⁠MAD - ⁠⁠AST,MAD,UNF0RGIVEN,Sivir,4.0,25891,0.48,12327.91,54,9,63
Summer,Week 8,⁠⁠MAD - ⁠⁠AST,MAD,Kaiser,Lulu,16.0,11873,0.03,403.97,0,0,0
