Split,Week,Game,Team,Player,Champion,KDA,Gold,TeamJungle Kills,EnemyJungle Kills,Jungle Share
Summer,Week 5,⁠⁠RGE - ⁠⁠MSF,MSF,Vander,Thresh,2.5,7985,0,0,0
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,AST,WhiteKnight,Viego,1.5,12269,1,0,1
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,AST,Zanzarah,Diana,2.25,11032,120,23,143
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,AST,MagiFelix,Renekton,1.67,9677,0,0,0
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,AST,Jeskla,Tristana,4.0,14027,16,0,16
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,AST,promisq,Taric,2.0,6786,0,0,0
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,G2,Wunder,DrMundo,inf,14793,4,4,8
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,G2,Jankos,LeeSin,3.33,11312,109,24,133
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,G2,Caps,Gwen,3.33,15482,5,3,8
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,G2,Rekkles,Varus,inf,15278,12,0,12
Summer,Week 5,⁠⁠G2 - ⁠⁠AST,G2,Mikyx,Poppy,1.67,7327,0,0,0
Summer,Week 5,⁠⁠VIT - ⁠⁠SK,SK,Jenax,DrMundo,1.67,12385,0,4,4
Summer,Week 5,⁠⁠VIT - ⁠⁠SK,SK,Treatz,Gwen,1.75,10317,85,13,98
Summer,Week 5,⁠⁠VIT - ⁠⁠SK,SK,Blue,Jayce,1.33,12032,17,0,17
Summer,Week 5,⁠⁠VIT - ⁠⁠SK,SK,Jezu,Varus,1.67,11538,5,0,5
Summer,Week 5,⁠⁠VIT - ⁠⁠SK,SK,Lilipp,Leona,1.0,6422,0,0,0
Summer,Week 5,⁠⁠VIT - ⁠⁠SK,VIT,Szygenda,Aatrox,3.0,12366,4,0,4
Summer,Week 5,⁠⁠VIT - ⁠⁠SK,VIT,Selfmade,Rumble,14.0,13399,128,52,180
Summer,Week 5,⁠⁠VIT - ⁠⁠SK,VIT,LIDER,Viego,inf,14821,0,0,0
Summer,Week 5,⁠⁠VIT - ⁠⁠SK,VIT,Crownshot,Tristana,inf,18356,20,20,40
Summer,Week 5,⁠⁠VIT - ⁠⁠SK,VIT,Labrov,Alistar,6.0,8214,0,0,0
Summer,Week 5,⁠⁠S04 - ⁠⁠MAD,MAD,Armut,Gwen,10.0,11328,0,4,4
Summer,Week 5,⁠⁠S04 - ⁠⁠MAD,MAD,Elyoya,Viego,6.0,12037,110,16,126
Summer,Week 5,⁠⁠S04 - ⁠⁠MAD,MAD,Humanoid,Akali,inf,13100,4,8,12
Summer,Week 5,⁠⁠S04 - ⁠⁠MAD,MAD,Carzzy,Aphelios,7.0,13927,12,1,13
Summer,Week 5,⁠⁠S04 - ⁠⁠MAD,MAD,Kaiser,Leona,5.5,7047,0,0,0
Summer,Week 5,⁠⁠S04 - ⁠⁠MAD,S04,BrokenBlade,Lulu,1.0,8893,0,0,0
Summer,Week 5,⁠⁠S04 - ⁠⁠MAD,S04,Kirei,Diana,1.67,8624,101,4,105
Summer,Week 5,⁠⁠S04 - ⁠⁠MAD,S04,NUCLEARINT,LeeSin,1.5,11338,8,0,8
Summer,Week 5,⁠⁠S04 - ⁠⁠MAD,S04,Neon,Ezreal,1.0,11185,8,4,12
Summer,Week 5,⁠⁠S04 - ⁠⁠MAD,S04,LIMIT,Alistar,1.25,6125,0,0,0
Summer,Week 5,⁠⁠MSF - ⁠⁠AST,MSF,HiRit,Viego,4.5,16998,12,4,16
Summer,Week 5,⁠⁠MSF - ⁠⁠AST,MSF,Razork,Volibear,6.33,14777,131,23,154
Summer,Week 5,⁠⁠MSF - ⁠⁠AST,MSF,Vetheo,Akali,4.75,17367,24,4,28
Summer,Week 5,⁠⁠MSF - ⁠⁠AST,MSF,Kobbe,Xayah,4.75,20142,28,2,30
Summer,Week 5,⁠⁠MSF - ⁠⁠AST,MSF,Vander,Leona,3.75,9547,0,0,0
Summer,Week 5,⁠⁠MSF - ⁠⁠AST,AST,WhiteKnight,DrMundo,1.86,13756,4,0,4
Summer,Week 5,⁠⁠MSF - ⁠⁠AST,AST,Zanzarah,XinZhao,2.6,13632,137,16,153
Summer,Week 5,⁠⁠MSF - ⁠⁠AST,AST,MagiFelix,Sylas,3.25,17914,9,0,9
Summer,Week 5,⁠⁠MSF - ⁠⁠AST,AST,Jeskla,Tristana,4.33,20141,29,8,37
Summer,Week 5,⁠⁠MSF - ⁠⁠AST,AST,promisq,Alistar,2.0,10626,0,0,0
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,FNC,Adam,Camille,2.4,14642,33,4,37
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,FNC,Bwipo,Viego,5.0,13175,112,13,125
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,FNC,Nisqy,Sylas,2.75,15195,8,12,20
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,FNC,Upset,Aphelios,inf,17073,37,10,47
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,FNC,Hylissang,Thresh,5.0,8622,0,0,0
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,XL,Kryze,Gwen,2.75,14990,8,0,8
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,XL,Markoon,Diana,2.4,11862,97,8,105
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,XL,Nukeduck,Yasuo,2.75,13246,18,0,18
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,XL,Patrik,Kalista,3.33,14012,14,0,14
Summer,Week 5,⁠⁠FNC - ⁠⁠XL,XL,Advienne,Nautilus,1.6,8079,0,0,0
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,G2,Wunder,Renekton,inf,10756,12,0,12
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,G2,Jankos,Diana,inf,10212,87,15,102
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,G2,Caps,Lucian,inf,12644,19,0,19
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,G2,Rekkles,Tristana,14.0,14653,12,8,20
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,G2,Mikyx,Braum,inf,7658,0,0,0
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,RGE,Odoamne,DrMundo,0.0,8951,4,0,4
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,RGE,Inspired,Viego,0.0,8297,115,4,119
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,RGE,Larssen,Orianna,0.0,9370,13,0,13
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,RGE,Hans,Kalista,0.25,10270,11,0,11
Summer,Week 5,⁠⁠RGE - ⁠⁠G2,RGE,Trymbi,Nautilus,0.17,5499,0,0,0
Summer,Week 6,⁠⁠MSF - ⁠⁠XL,MSF,HiRit,Jayce,4.33,15830,34,0,34
Summer,Week 6,⁠⁠MSF - ⁠⁠XL,MSF,Razork,LeeSin,4.67,12464,111,9,120
Summer,Week 6,⁠⁠MSF - ⁠⁠XL,MSF,Vetheo,Zoe,inf,17181,32,6,38
Summer,Week 6,⁠⁠MSF - ⁠⁠XL,MSF,Kobbe,Varus,4.5,16079,23,0,23
Summer,Week 6,⁠⁠MSF - ⁠⁠XL,MSF,Vander,Thresh,2.0,8544,0,0,0
Summer,Week 6,⁠⁠MSF - ⁠⁠XL,XL,Kryze,Renekton,3.0,13831,9,0,9
Summer,Week 6,⁠⁠MSF - ⁠⁠XL,XL,Markoon,Diana,2.0,14353,146,5,151
Summer,Week 6,⁠⁠MSF - ⁠⁠XL,XL,Nukeduck,TwistedFate,3.5,15062,4,0,4
Summer,Week 6,⁠⁠MSF - ⁠⁠XL,XL,Patrik,Aphelios,8.0,17868,24,1,25
Summer,Week 6,⁠⁠MSF - ⁠⁠XL,XL,Advienne,Nautilus,1.0,7467,0,0,0
Summer,Week 6,⁠⁠S04 - ⁠⁠RGE,RGE,Odoamne,Viego,4.0,9936,4,0,4
Summer,Week 6,⁠⁠S04 - ⁠⁠RGE,RGE,Inspired,Fiddlesticks,inf,9918,97,5,102
Summer,Week 6,⁠⁠S04 - ⁠⁠RGE,RGE,Larssen,Lucian,inf,13060,8,19,27
Summer,Week 6,⁠⁠S04 - ⁠⁠RGE,RGE,Hans,Aphelios,inf,11654,5,14,19
Summer,Week 6,⁠⁠S04 - ⁠⁠RGE,RGE,Trymbi,Braum,6.5,6365,0,0,0
Summer,Week 6,⁠⁠S04 - ⁠⁠RGE,S04,BrokenBlade,Irelia,0.5,7844,0,0,0
Summer,Week 6,⁠⁠S04 - ⁠⁠RGE,S04,Kirei,Lillia,0.67,7326,87,8,95
Summer,Week 6,⁠⁠S04 - ⁠⁠RGE,S04,NUCLEARINT,Jayce,0.33,7862,0,4,4
Summer,Week 6,⁠⁠S04 - ⁠⁠RGE,S04,Neon,Varus,1.0,8319,5,0,5
Summer,Week 6,⁠⁠S04 - ⁠⁠RGE,S04,LIMIT,Alistar,0.5,5015,0,0,0
Summer,Week 6,⁠⁠SK - ⁠⁠MAD,SK,Jenax,Jayce,2.0,11651,17,0,17
Summer,Week 6,⁠⁠SK - ⁠⁠MAD,SK,Treatz,DrMundo,8.0,13005,108,4,112
Summer,Week 6,⁠⁠SK - ⁠⁠MAD,SK,Blue,Syndra,6.0,13490,24,8,32
Summer,Week 6,⁠⁠SK - ⁠⁠MAD,SK,Jezu,Tristana,inf,13391,5,0,5
Summer,Week 6,⁠⁠SK - ⁠⁠MAD,SK,Lilipp,Leona,5.0,7536,0,0,0
Summer,Week 6,⁠⁠SK - ⁠⁠MAD,MAD,Armut,LeeSin,2.0,13156,11,1,12
Summer,Week 6,⁠⁠SK - ⁠⁠MAD,MAD,Elyoya,Volibear,4.0,9032,99,8,107
Summer,Week 6,⁠⁠SK - ⁠⁠MAD,MAD,Humanoid,Leblanc,1.67,11454,17,4,21
Summer,Week 6,⁠⁠SK - ⁠⁠MAD,MAD,Carzzy,Kalista,2.0,12456,24,0,24
Summer,Week 6,⁠⁠SK - ⁠⁠MAD,MAD,Kaiser,Nautilus,1.5,6371,0,0,0
Summer,Week 6,⁠⁠FNC - ⁠⁠AST,FNC,Adam,Sett,6.0,10344,4,4,8
Summer,Week 6,⁠⁠FNC - ⁠⁠AST,FNC,Bwipo,Viego,8.0,11013,75,12,87
Summer,Week 6,⁠⁠FNC - ⁠⁠AST,FNC,Nisqy,Cassiopeia,8.5,12464,20,5,25
Summer,Week 6,⁠⁠FNC - ⁠⁠AST,FNC,Upset,Kaisa,inf,13906,20,9,29
Summer,Week 6,⁠⁠FNC - ⁠⁠AST,FNC,Hylissang,Alistar,12.0,7160,0,0,0
Summer,Week 6,⁠⁠FNC - ⁠⁠AST,AST,WhiteKnight,DrMundo,1.4,9290,0,0,0
Summer,Week 6,⁠⁠FNC - ⁠⁠AST,AST,Zanzarah,XinZhao,0.8,7848,82,5,87
Summer,Week 6,⁠⁠FNC - ⁠⁠AST,AST,MagiFelix,Sylas,0.67,7756,0,0,0
Summer,Week 6,⁠⁠FNC - ⁠⁠AST,AST,Jeskla,Tristana,0.67,8809,21,0,21
Summer,Week 6,⁠⁠FNC - ⁠⁠AST,AST,promisq,Taric,0.44,5202,0,0,0
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,VIT,Szygenda,Sett,2.25,11974,4,0,4
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,VIT,Selfmade,Rumble,1.0,9423,108,1,109
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,VIT,LIDER,Yone,1.17,11593,3,0,3
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,VIT,Crownshot,Varus,3.33,14323,12,0,12
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,VIT,Labrov,Alistar,1.83,7286,0,0,0
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,G2,Wunder,Sejuani,4.33,11712,1,0,1
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,G2,Jankos,LeeSin,9.5,14235,98,17,115
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,G2,Caps,Leblanc,4.33,13933,20,16,36
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,G2,Rekkles,Kalista,8.0,16910,20,4,24
Summer,Week 6,⁠⁠VIT - ⁠⁠G2,G2,Mikyx,Gragas,2.8,8346,0,0,0
Summer,Week 6,⁠⁠SK - ⁠⁠XL,XL,Kryze,Gwen,0.8,12711,6,0,6
Summer,Week 6,⁠⁠SK - ⁠⁠XL,XL,Markoon,Viego,1.25,9845,120,21,141
Summer,Week 6,⁠⁠SK - ⁠⁠XL,XL,Nukeduck,Sett,3.0,10947,12,0,12
Summer,Week 6,⁠⁠SK - ⁠⁠XL,XL,Patrik,Varus,1.25,12035,7,0,7
Summer,Week 6,⁠⁠SK - ⁠⁠XL,XL,Advienne,Rakan,2.25,7111,0,0,0
Summer,Week 6,⁠⁠SK - ⁠⁠XL,SK,Jenax,Jayce,4.33,13568,11,0,11
Summer,Week 6,⁠⁠SK - ⁠⁠XL,SK,Treatz,Gragas,7.0,11495,91,11,102
Summer,Week 6,⁠⁠SK - ⁠⁠XL,SK,Blue,Lucian,14.0,16264,44,2,46
Summer,Week 6,⁠⁠SK - ⁠⁠XL,SK,Jezu,Ziggs,12.0,14093,6,7,13
Summer,Week 6,⁠⁠SK - ⁠⁠XL,SK,Lilipp,Leona,4.0,8346,0,0,0
Summer,Week 6,⁠⁠S04 - ⁠⁠MSF,S04,BrokenBlade,Lucian,1.0,9007,4,0,4
Summer,Week 6,⁠⁠S04 - ⁠⁠MSF,S04,Kirei,Lillia,0.75,7815,93,5,98
Summer,Week 6,⁠⁠S04 - ⁠⁠MSF,S04,NUCLEARINT,Irelia,0.33,8762,0,0,0
Summer,Week 6,⁠⁠S04 - ⁠⁠MSF,S04,Neon,Aphelios,1.0,10220,8,4,12
Summer,Week 6,⁠⁠S04 - ⁠⁠MSF,S04,LIMIT,Rakan,3.0,5439,0,0,0
Summer,Week 6,⁠⁠S04 - ⁠⁠MSF,MSF,HiRit,Renekton,3.0,10439,13,0,13
Summer,Week 6,⁠⁠S04 - ⁠⁠MSF,MSF,Razork,Volibear,inf,9819,59,20,79
Summer,Week 6,⁠⁠S04 - ⁠⁠MSF,MSF,Vetheo,Syndra,10.0,10707,4,0,4
Summer,Week 6,⁠⁠S04 - ⁠⁠MSF,MSF,Kobbe,Tristana,10.0,14376,12,12,24
Summer,Week 6,⁠⁠S04 - ⁠⁠MSF,MSF,Vander,Alistar,9.0,6762,0,0,0
Summer,Week 6,⁠⁠VIT - ⁠⁠MAD,VIT,Szygenda,Lulu,inf,10773,0,0,0
Summer,Week 6,⁠⁠VIT - ⁠⁠MAD,VIT,Selfmade,XinZhao,4.0,14210,124,32,156
Summer,Week 6,⁠⁠VIT - ⁠⁠MAD,VIT,LIDER,Sylas,2.25,14698,4,4,8
Summer,Week 6,⁠⁠VIT - ⁠⁠MAD,VIT,Crownshot,Tristana,4.0,16356,17,8,25
Summer,Week 6,⁠⁠VIT - ⁠⁠MAD,VIT,Labrov,Braum,3.0,8172,0,0,0
Summer,Week 6,⁠⁠VIT - ⁠⁠MAD,MAD,Armut,Gwen,2.25,12694,8,0,8
Summer,Week 6,⁠⁠VIT - ⁠⁠MAD,MAD,Elyoya,LeeSin,2.25,11421,101,9,110
Summer,Week 6,⁠⁠VIT - ⁠⁠MAD,MAD,Humanoid,Orianna,2.6,19442,10,8,18
Summer,Week 6,⁠⁠VIT - ⁠⁠MAD,MAD,Carzzy,Kaisa,10.0,14807,18,8,26
Summer,Week 6,⁠⁠VIT - ⁠⁠MAD,MAD,Kaiser,Rakan,12.0,8453,0,0,0
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,AST,WhiteKnight,DrMundo,1.4,8371,0,0,0
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,AST,Zanzarah,Viego,2.25,8983,111,4,115
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,AST,MagiFelix,Sylas,4.0,10632,8,0,8
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,AST,Jeskla,Tristana,1.0,9348,9,0,9
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,AST,promisq,Alistar,1.0,5514,0,0,0
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,RGE,Odoamne,Camille,7.0,12118,5,0,5
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,RGE,Inspired,XinZhao,5.33,11172,104,0,104
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,RGE,Larssen,Irelia,4.5,14091,16,17,33
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,RGE,Hans,Ziggs,13.0,13963,13,12,25
Summer,Week 6,⁠⁠RGE - ⁠⁠AST,RGE,Trymbi,Leona,5.0,7358,0,0,0
Summer,Week 6,⁠⁠G2 - ⁠⁠FNC,G2,Wunder,Gragas,2.25,12911,12,0,12
Summer,Week 6,⁠⁠G2 - ⁠⁠FNC,G2,Jankos,Diana,2.5,11487,121,9,130
Summer,Week 6,⁠⁠G2 - ⁠⁠FNC,G2,Caps,Lucian,1.6,11997,4,0,4
Summer,Week 6,⁠⁠G2 - ⁠⁠FNC,G2,Rekkles,Vayne,2.5,12301,21,4,25
Summer,Week 6,⁠⁠G2 - ⁠⁠FNC,G2,Mikyx,Thresh,2.75,7084,0,0,0
Summer,Week 6,⁠⁠G2 - ⁠⁠FNC,FNC,Adam,DrMundo,14.0,13386,0,0,0
Summer,Week 6,⁠⁠G2 - ⁠⁠FNC,FNC,Bwipo,Karthus,1.29,11779,127,12,139
Summer,Week 6,⁠⁠G2 - ⁠⁠FNC,FNC,Nisqy,Irelia,3.0,12722,8,0,8
Summer,Week 6,⁠⁠G2 - ⁠⁠FNC,FNC,Upset,Tristana,14.0,15138,13,4,17
Summer,Week 6,⁠⁠G2 - ⁠⁠FNC,FNC,Hylissang,Alistar,3.33,7672,0,0,0
Summer,Week 7,⁠⁠S04 - ⁠⁠XL,S04,BrokenBlade,Camille,1.33,8665,4,0,4
Summer,Week 7,⁠⁠S04 - ⁠⁠XL,S04,Kirei,Volibear,1.25,8057,93,8,101
Summer,Week 7,⁠⁠S04 - ⁠⁠XL,S04,NUCLEARINT,TwistedFate,4.0,10052,8,0,8
Summer,Week 7,⁠⁠S04 - ⁠⁠XL,S04,Neon,Jinx,1.0,10046,8,0,8
Summer,Week 7,⁠⁠S04 - ⁠⁠XL,S04,LIMIT,Thresh,1.33,5727,0,0,0
Summer,Week 7,⁠⁠S04 - ⁠⁠XL,XL,Kryze,Jax,3.0,10140,7,0,7
Summer,Week 7,⁠⁠S04 - ⁠⁠XL,XL,Markoon,Diana,5.5,9802,80,0,80
Summer,Week 7,⁠⁠S04 - ⁠⁠XL,XL,Nukeduck,Lucian,9.0,13394,20,4,24
Summer,Week 7,⁠⁠S04 - ⁠⁠XL,XL,Patrik,Aphelios,inf,10150,16,0,16
Summer,Week 7,⁠⁠S04 - ⁠⁠XL,XL,Advienne,Alistar,3.5,5712,0,0,0
Summer,Week 7,⁠⁠VIT - ⁠⁠MSF,VIT,Szygenda,Renekton,1.0,10989,3,0,3
Summer,Week 7,⁠⁠VIT - ⁠⁠MSF,VIT,Selfmade,Evelynn,2.0,11916,145,5,150
Summer,Week 7,⁠⁠VIT - ⁠⁠MSF,VIT,LIDER,Lucian,1.25,10774,0,0,0
Summer,Week 7,⁠⁠VIT - ⁠⁠MSF,VIT,Crownshot,Jinx,9.0,14251,12,0,12
Summer,Week 7,⁠⁠VIT - ⁠⁠MSF,VIT,Labrov,Rakan,2.67,6973,0,0,0
Summer,Week 7,⁠⁠VIT - ⁠⁠MSF,MSF,HiRit,DrMundo,5.0,11175,7,0,7
Summer,Week 7,⁠⁠VIT - ⁠⁠MSF,MSF,Razork,Volibear,4.67,11142,68,17,85
Summer,Week 7,⁠⁠VIT - ⁠⁠MSF,MSF,Vetheo,Ryze,15.0,18161,46,10,56
Summer,Week 7,⁠⁠VIT - ⁠⁠MSF,MSF,Kobbe,Aphelios,9.0,13992,29,0,29
Summer,Week 7,⁠⁠VIT - ⁠⁠MSF,MSF,Vander,Nautilus,4.0,8243,0,0,0
Summer,Week 7,⁠⁠MAD - ⁠⁠AST,MAD,Armut,Gwen,3.5,19585,22,21,43
Summer,Week 7,⁠⁠MAD - ⁠⁠AST,MAD,Elyoya,Viego,3.67,15756,126,10,136
Summer,Week 7,⁠⁠MAD - ⁠⁠AST,MAD,Humanoid,TwistedFate,1.11,16112,13,9,22
Summer,Week 7,⁠⁠MAD - ⁠⁠AST,MAD,Carzzy,Ezreal,3.67,16944,29,0,29
Summer,Week 7,⁠⁠MAD - ⁠⁠AST,MAD,Kaiser,Alistar,2.5,9187,0,0,0
Summer,Week 7,⁠⁠MAD - ⁠⁠AST,AST,WhiteKnight,LeeSin,8.0,16908,12,0,12
Summer,Week 7,⁠⁠MAD - ⁠⁠AST,AST,Zanzarah,Trundle,4.67,15188,110,15,125
Summer,Week 7,⁠⁠MAD - ⁠⁠AST,AST,MagiFelix,Orianna,6.33,16237,42,0,42
Summer,Week 7,⁠⁠MAD - ⁠⁠AST,AST,Jeskla,Ziggs,4.5,16134,10,0,10
Summer,Week 7,⁠⁠MAD - ⁠⁠AST,AST,promisq,Leona,2.6,8703,0,0,0
Summer,Week 7,⁠⁠SK - ⁠⁠G2,G2,Wunder,Camille,6.0,14125,10,4,14
Summer,Week 7,⁠⁠SK - ⁠⁠G2,G2,Jankos,Viego,4.67,13630,109,11,120
Summer,Week 7,⁠⁠SK - ⁠⁠G2,G2,Caps,Leblanc,14.0,16021,16,0,16
Summer,Week 7,⁠⁠SK - ⁠⁠G2,G2,Rekkles,Kaisa,14.0,18045,22,4,26
Summer,Week 7,⁠⁠SK - ⁠⁠G2,G2,Mikyx,Gragas,2.2,8457,0,0,0
Summer,Week 7,⁠⁠SK - ⁠⁠G2,SK,Jenax,Urgot,1.2,13669,27,1,28
Summer,Week 7,⁠⁠SK - ⁠⁠G2,SK,Treatz,DrMundo,4.5,11186,107,4,111
Summer,Week 7,⁠⁠SK - ⁠⁠G2,SK,Blue,Syndra,1.17,12199,11,0,11
Summer,Week 7,⁠⁠SK - ⁠⁠G2,SK,Jezu,Tristana,2.67,16469,30,0,30
Summer,Week 7,⁠⁠SK - ⁠⁠G2,SK,Lilipp,Leona,1.0,7041,0,0,0
Summer,Week 7,⁠⁠RGE - ⁠⁠FNC,FNC,Adam,Sett,0.17,9122,3,4,7
Summer,Week 7,⁠⁠RGE - ⁠⁠FNC,FNC,Bwipo,Viego,0.43,8298,78,10,88
Summer,Week 7,⁠⁠RGE - ⁠⁠FNC,FNC,Nisqy,Sylas,0.71,9490,12,4,16
Summer,Week 7,⁠⁠RGE - ⁠⁠FNC,FNC,Upset,Tristana,4.0,10720,4,1,5
Summer,Week 7,⁠⁠RGE - ⁠⁠FNC,FNC,Hylissang,Morgana,1.17,6416,0,0,0
Summer,Week 7,⁠⁠RGE - ⁠⁠FNC,RGE,Odoamne,Camille,10.0,10255,0,4,4
Summer,Week 7,⁠⁠RGE - ⁠⁠FNC,RGE,Inspired,XinZhao,18.0,11504,72,36,108
Summer,Week 7,⁠⁠RGE - ⁠⁠FNC,RGE,Larssen,TwistedFate,inf,14576,12,0,12
Summer,Week 7,⁠⁠RGE - ⁠⁠FNC,RGE,Hans,Kalista,5.33,12972,12,11,23
Summer,Week 7,⁠⁠RGE - ⁠⁠FNC,RGE,Trymbi,Rakan,9.5,7635,0,0,0
Summer,Week 7,⁠⁠S04 - ⁠⁠AST,AST,WhiteKnight,Renekton,inf,11591,3,0,3
Summer,Week 7,⁠⁠S04 - ⁠⁠AST,AST,Zanzarah,Trundle,inf,11146,63,13,76
Summer,Week 7,⁠⁠S04 - ⁠⁠AST,AST,MagiFelix,Orianna,1.5,9575,12,0,12
Summer,Week 7,⁠⁠S04 - ⁠⁠AST,AST,Jeskla,Ziggs,4.0,11531,4,0,4
Summer,Week 7,⁠⁠S04 - ⁠⁠AST,AST,promisq,Alistar,4.5,7093,0,0,0
Summer,Week 7,⁠⁠S04 - ⁠⁠AST,S04,BrokenBlade,Gwen,0.5,8538,1,0,1
Summer,Week 7,⁠⁠S04 - ⁠⁠AST,S04,Kirei,JarvanIV,1.25,7601,72,11,83
Summer,Week 7,⁠⁠S04 - ⁠⁠AST,S04,NUCLEARINT,Leblanc,4.0,9909,12,0,12
Summer,Week 7,⁠⁠S04 - ⁠⁠AST,S04,Neon,Tristana,3.0,10804,25,0,25
Summer,Week 7,⁠⁠S04 - ⁠⁠AST,S04,LIMIT,Nautilus,2.5,5713,0,0,0
Summer,Week 7,⁠⁠VIT - ⁠⁠XL,XL,Kryze,Jayce,11.0,11352,5,7,12
Summer,Week 7,⁠⁠VIT - ⁠⁠XL,XL,Markoon,Diana,8.5,11710,102,17,119
Summer,Week 7,⁠⁠VIT - ⁠⁠XL,XL,Nukeduck,Lucian,inf,14208,4,0,4
Summer,Week 7,⁠⁠VIT - ⁠⁠XL,XL,Patrik,Aphelios,7.0,12282,5,5,10
Summer,Week 7,⁠⁠VIT - ⁠⁠XL,XL,Advienne,Rakan,3.5,7078,0,0,0
Summer,Week 7,⁠⁠VIT - ⁠⁠XL,VIT,Szygenda,Sett,1.0,9460,4,0,4
Summer,Week 7,⁠⁠VIT - ⁠⁠XL,VIT,Selfmade,LeeSin,0.71,9198,91,4,95
Summer,Week 7,⁠⁠VIT - ⁠⁠XL,VIT,LIDER,Ryze,2.33,10096,13,0,13
Summer,Week 7,⁠⁠VIT - ⁠⁠XL,VIT,Crownshot,Jinx,1.0,9304,8,0,8
Summer,Week 7,⁠⁠VIT - ⁠⁠XL,VIT,Labrov,Nautilus,1.0,5554,0,0,0
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,RGE,Odoamne,TahmKench,1.33,9839,0,2,2
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,RGE,Inspired,Diana,1.0,10469,131,16,147
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,RGE,Larssen,Lucian,2.0,12049,16,4,20
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,RGE,Hans,Kalista,2.5,12496,13,0,13
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,RGE,Trymbi,Rakan,3.0,6887,0,0,0
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,MAD,Armut,Jayce,3.0,12575,4,0,4
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,MAD,Elyoya,Trundle,inf,9860,109,1,110
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,MAD,Humanoid,Viktor,5.0,11308,17,2,19
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,MAD,Carzzy,Varus,9.0,12095,10,0,10
Summer,Week 7,⁠⁠RGE - ⁠⁠MAD,MAD,Kaiser,Alistar,2.33,6835,0,0,0
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,FNC,Adam,Sett,2.67,15091,5,0,5
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,FNC,Bwipo,Rengar,4.0,13192,119,29,148
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,FNC,Nisqy,TwistedFate,1.43,12862,16,0,16
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,FNC,Upset,Jinx,3.5,14969,51,4,55
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,FNC,Hylissang,Thresh,1.0,7496,0,0,0
Summer,Week 7,⁠⁠SK - ⁠⁠FNC,SK,Jenax,Gragas,1.8,13033,7,0,7
