Split,Week,Game,Team,Player,Champion,KDA,Gold,TeamJungle Kills,EnemyJungle Kills,Jungle Share
Spring,Week 8,⁠⁠FNC - ⁠⁠RGE,RGE,Hans,Senna,5.67,11232,3,12,15
Spring,Week 8,⁠⁠FNC - ⁠⁠RGE,RGE,Trymbi,Chogath,3.0,11644,6,0,6
Spring,Week 8,⁠⁠FNC - ⁠⁠RGE,FNC,Bwipo,Nocturne,1.5,12793,1,0,1
Spring,Week 8,⁠⁠FNC - ⁠⁠RGE,FNC,Selfmade,Gragas,1.11,11010,83,0,83
Spring,Week 8,⁠⁠FNC - ⁠⁠RGE,FNC,Nisqy,Lucian,1.17,12939,4,0,4
Spring,Week 8,⁠⁠FNC - ⁠⁠RGE,FNC,Upset,Aphelios,3.5,12591,20,0,20
Spring,Week 8,⁠⁠FNC - ⁠⁠RGE,FNC,Hylissang,Thresh,1.12,7434,0,0,0
Summer,Week 1,⁠⁠MAD - ⁠⁠G2,G2,Wunder,Viego,3.0,13664,4,0,4
Summer,Week 1,⁠⁠MAD - ⁠⁠G2,G2,Jankos,XinZhao,12.0,11151,119,9,128
Summer,Week 1,⁠⁠MAD - ⁠⁠G2,G2,Caps,Syndra,14.0,12393,13,1,14
Summer,Week 1,⁠⁠MAD - ⁠⁠G2,G2,Rekkles,Varus,inf,13021,0,0,0
Summer,Week 1,⁠⁠MAD - ⁠⁠G2,G2,Mikyx,Rakan,15.0,7804,0,0,0
Summer,Week 1,⁠⁠MAD - ⁠⁠G2,MAD,Armut,Jayce,0.5,11195,16,3,19
Summer,Week 1,⁠⁠MAD - ⁠⁠G2,MAD,Elyoya,Rumble,0.75,9838,107,1,108
Summer,Week 1,⁠⁠MAD - ⁠⁠G2,MAD,Humanoid,Lucian,1.0,11215,21,6,27
Summer,Week 1,⁠⁠MAD - ⁠⁠G2,MAD,Carzzy,Ezreal,0.33,10984,15,0,15
Summer,Week 1,⁠⁠MAD - ⁠⁠G2,MAD,Kaiser,Braum,3.0,6973,0,0,0
Summer,Week 1,⁠⁠SK - ⁠⁠AST,AST,WhiteKnight,LeeSin,6.5,16686,3,4,7
Summer,Week 1,⁠⁠SK - ⁠⁠AST,AST,Zanzarah,Trundle,4.33,13274,84,25,109
Summer,Week 1,⁠⁠SK - ⁠⁠AST,AST,MagiFelix,Viktor,2.67,16603,28,4,32
Summer,Week 1,⁠⁠SK - ⁠⁠AST,AST,Jeskla,Ezreal,5.5,17932,31,0,31
Summer,Week 1,⁠⁠SK - ⁠⁠AST,AST,promisq,Leona,1.8,9800,0,0,0
Summer,Week 1,⁠⁠SK - ⁠⁠AST,SK,Jenax,Lucian,2.25,16251,28,5,33
Summer,Week 1,⁠⁠SK - ⁠⁠AST,SK,Treatz,Rumble,2.5,13369,129,0,129
Summer,Week 1,⁠⁠SK - ⁠⁠AST,SK,Twohoyrz,Orianna,inf,15931,21,0,21
Summer,Week 1,⁠⁠SK - ⁠⁠AST,SK,Jezu,Kaisa,3.33,15603,22,15,37
Summer,Week 1,⁠⁠SK - ⁠⁠AST,SK,Jesiz,Nautilus,1.33,8958,0,0,0
Summer,Week 1,⁠⁠RGE - ⁠⁠XL,RGE,Odoamne,Kennen,4.0,8893,0,4,4
Summer,Week 1,⁠⁠RGE - ⁠⁠XL,RGE,Inspired,Rumble,inf,9688,94,19,113
Summer,Week 1,⁠⁠RGE - ⁠⁠XL,RGE,Larssen,Jayce,6.0,11114,33,0,33
Summer,Week 1,⁠⁠RGE - ⁠⁠XL,RGE,Hans,Kalista,inf,13378,4,25,29
Summer,Week 1,⁠⁠RGE - ⁠⁠XL,RGE,Trymbi,Alistar,inf,6659,0,1,1
Summer,Week 1,⁠⁠RGE - ⁠⁠XL,XL,Kryze,MonkeyKing,2.0,7927,5,0,5
Summer,Week 1,⁠⁠RGE - ⁠⁠XL,XL,Dan,XinZhao,0.0,6279,75,4,79
Summer,Week 1,⁠⁠RGE - ⁠⁠XL,XL,Nukeduck,Akali,2.0,8240,8,0,8
Summer,Week 1,⁠⁠RGE - ⁠⁠XL,XL,Patrik,Kaisa,1.0,9875,0,0,0
Summer,Week 1,⁠⁠RGE - ⁠⁠XL,XL,Denyk,Rakan,2.0,4869,0,0,0
Summer,Week 1,⁠⁠VIT - ⁠⁠S04,S04,BrokenBlade,LeeSin,1.0,9835,0,6,6
Summer,Week 1,⁠⁠VIT - ⁠⁠S04,S04,Kirei,Taliyah,0.0,6977,94,7,101
Summer,Week 1,⁠⁠VIT - ⁠⁠S04,S04,NUCLEARINT,Renekton,0.0,8101,1,0,1
Summer,Week 1,⁠⁠VIT - ⁠⁠S04,S04,Neon,Sivir,0.5,8266,5,0,5
Summer,Week 1,⁠⁠VIT - ⁠⁠S04,S04,LIMIT,Alistar,0.2,4870,0,0,0
Summer,Week 1,⁠⁠VIT - ⁠⁠S04,VIT,SLT,Lulu,inf,9023,0,0,0
Summer,Week 1,⁠⁠VIT - ⁠⁠S04,VIT,Selfmade,XinZhao,inf,10679,90,27,117
Summer,Week 1,⁠⁠VIT - ⁠⁠S04,VIT,LIDER,Viego,inf,12344,0,8,8
Summer,Week 1,⁠⁠VIT - ⁠⁠S04,VIT,Crownshot,Varus,5.0,11150,12,4,16
Summer,Week 1,⁠⁠VIT - ⁠⁠S04,VIT,Labrov,Braum,7.0,6391,0,0,0
Summer,Week 1,⁠⁠MSF - ⁠⁠FNC,FNC,Adam,Viego,2.25,11925,5,0,5
Summer,Week 1,⁠⁠MSF - ⁠⁠FNC,FNC,Bwipo,Rumble,3.25,12885,120,4,124
Summer,Week 1,⁠⁠MSF - ⁠⁠FNC,FNC,Nisqy,Lucian,2.8,12447,8,0,8
Summer,Week 1,⁠⁠MSF - ⁠⁠FNC,FNC,Upset,Xayah,3.0,13387,13,0,13
Summer,Week 1,⁠⁠MSF - ⁠⁠FNC,FNC,Hylissang,Rakan,1.6,7395,0,0,0
Summer,Week 1,⁠⁠MSF - ⁠⁠FNC,MSF,HiRit,LeeSin,5.0,13693,19,0,19
Summer,Week 1,⁠⁠MSF - ⁠⁠FNC,MSF,Razork,Udyr,3.0,11127,114,8,122
Summer,Week 1,⁠⁠MSF - ⁠⁠FNC,MSF,Vetheo,Akali,7.5,14346,4,4,8
Summer,Week 1,⁠⁠MSF - ⁠⁠FNC,MSF,Kobbe,Kaisa,6.5,12614,24,0,24
Summer,Week 1,⁠⁠MSF - ⁠⁠FNC,MSF,Vander,Alistar,3.75,6877,0,0,0
Summer,Week 1,⁠⁠XL - ⁠⁠AST,XL,Kryze,Nocturne,0.5,8835,3,0,3
Summer,Week 1,⁠⁠XL - ⁠⁠AST,XL,Dan,Rumble,1.0,7969,85,7,92
Summer,Week 1,⁠⁠XL - ⁠⁠AST,XL,Nukeduck,Viego,1.0,8373,9,0,9
Summer,Week 1,⁠⁠XL - ⁠⁠AST,XL,Patrik,Senna,1.0,7396,6,0,6
Summer,Week 1,⁠⁠XL - ⁠⁠AST,XL,Denyk,TahmKench,1.5,7611,0,0,0
Summer,Week 1,⁠⁠XL - ⁠⁠AST,AST,WhiteKnight,LeeSin,inf,11171,12,0,12
Summer,Week 1,⁠⁠XL - ⁠⁠AST,AST,Zanzarah,Trundle,13.0,8794,79,22,101
Summer,Week 1,⁠⁠XL - ⁠⁠AST,AST,MagiFelix,Akali,inf,11529,8,4,12
Summer,Week 1,⁠⁠XL - ⁠⁠AST,AST,Jeskla,Kaisa,11.0,10023,9,2,11
Summer,Week 1,⁠⁠XL - ⁠⁠AST,AST,promisq,Nautilus,5.0,6151,0,0,0
Summer,Week 1,⁠⁠SK - ⁠⁠MSF,SK,Jenax,Gwen,4.0,12338,8,0,8
Summer,Week 1,⁠⁠SK - ⁠⁠MSF,SK,Treatz,Lillia,3.0,10613,157,0,157
Summer,Week 1,⁠⁠SK - ⁠⁠MSF,SK,Twohoyrz,Lucian,3.5,12748,0,0,0
Summer,Week 1,⁠⁠SK - ⁠⁠MSF,SK,Jezu,Kaisa,2.5,13009,11,0,11
Summer,Week 1,⁠⁠SK - ⁠⁠MSF,SK,Jesiz,Nautilus,1.67,6537,0,0,0
Summer,Week 1,⁠⁠SK - ⁠⁠MSF,MSF,HiRit,Viego,2.33,13185,29,0,29
Summer,Week 1,⁠⁠SK - ⁠⁠MSF,MSF,Razork,Udyr,4.5,10626,116,13,129
Summer,Week 1,⁠⁠SK - ⁠⁠MSF,MSF,Vetheo,Viktor,inf,15928,21,4,25
Summer,Week 1,⁠⁠SK - ⁠⁠MSF,MSF,Kobbe,Ezreal,7.0,13277,16,0,16
Summer,Week 1,⁠⁠SK - ⁠⁠MSF,MSF,Vander,Braum,4.5,7272,0,0,0
Summer,Week 1,⁠⁠VIT - ⁠⁠RGE,VIT,SLT,Gwen,2.33,12107,4,4,8
Summer,Week 1,⁠⁠VIT - ⁠⁠RGE,VIT,Selfmade,Udyr,5.0,11155,118,8,126
Summer,Week 1,⁠⁠VIT - ⁠⁠RGE,VIT,LIDER,Viego,3.5,14838,3,4,7
Summer,Week 1,⁠⁠VIT - ⁠⁠RGE,VIT,Crownshot,KogMaw,1.6,13706,44,0,44
Summer,Week 1,⁠⁠VIT - ⁠⁠RGE,VIT,Labrov,Nautilus,1.14,7407,0,0,0
Summer,Week 1,⁠⁠VIT - ⁠⁠RGE,RGE,Odoamne,Nocturne,3.0,13491,12,0,12
Summer,Week 1,⁠⁠VIT - ⁠⁠RGE,RGE,Inspired,Gragas,6.0,11280,117,2,119
Summer,Week 1,⁠⁠VIT - ⁠⁠RGE,RGE,Larssen,Lucian,4.0,16869,32,0,32
Summer,Week 1,⁠⁠VIT - ⁠⁠RGE,RGE,Hans,Varus,15.0,14978,4,0,4
Summer,Week 1,⁠⁠VIT - ⁠⁠RGE,RGE,Trymbi,Leona,2.25,7744,0,0,0
Summer,Week 1,⁠⁠S04 - ⁠⁠G2,S04,BrokenBlade,Nocturne,7.0,13014,4,0,4
Summer,Week 1,⁠⁠S04 - ⁠⁠G2,S04,Kirei,XinZhao,16.0,11584,93,5,98
Summer,Week 1,⁠⁠S04 - ⁠⁠G2,S04,NUCLEARINT,Akali,14.0,14580,8,0,8
Summer,Week 1,⁠⁠S04 - ⁠⁠G2,S04,Neon,KogMaw,3.0,14682,29,0,29
Summer,Week 1,⁠⁠S04 - ⁠⁠G2,S04,LIMIT,Lulu,7.5,8567,1,0,1
Summer,Week 1,⁠⁠S04 - ⁠⁠G2,G2,Wunder,Sett,0.29,9280,7,0,7
Summer,Week 1,⁠⁠S04 - ⁠⁠G2,G2,Jankos,Rumble,3.0,11143,135,18,153
Summer,Week 1,⁠⁠S04 - ⁠⁠G2,G2,Caps,Viego,1.25,11629,4,0,4
Summer,Week 1,⁠⁠S04 - ⁠⁠G2,G2,Rekkles,Tristana,3.0,14175,27,1,28
Summer,Week 1,⁠⁠S04 - ⁠⁠G2,G2,Mikyx,Rell,2.0,6460,0,0,0
Summer,Week 1,⁠⁠MAD - ⁠⁠FNC,MAD,Armut,Renekton,1.5,13071,11,8,19
Summer,Week 1,⁠⁠MAD - ⁠⁠FNC,MAD,Elyoya,Volibear,13.0,13778,93,17,110
Summer,Week 1,⁠⁠MAD - ⁠⁠FNC,MAD,Humanoid,Akali,16.0,15268,20,2,22
Summer,Week 1,⁠⁠MAD - ⁠⁠FNC,MAD,Carzzy,Kaisa,4.0,16734,20,15,35
Summer,Week 1,⁠⁠MAD - ⁠⁠FNC,MAD,Kaiser,Leona,1.6,7948,0,0,0
Summer,Week 1,⁠⁠MAD - ⁠⁠FNC,FNC,Adam,Olaf,2.0,14769,4,0,4
Summer,Week 1,⁠⁠MAD - ⁠⁠FNC,FNC,Bwipo,Udyr,1.0,10409,110,4,114
Summer,Week 1,⁠⁠MAD - ⁠⁠FNC,FNC,Nisqy,Orianna,2.67,12307,8,0,8
Summer,Week 1,⁠⁠MAD - ⁠⁠FNC,FNC,Upset,KogMaw,4.0,14770,13,0,13
Summer,Week 1,⁠⁠MAD - ⁠⁠FNC,FNC,Hylissang,Lulu,2.25,6735,0,0,0
Summer,Week 1,⁠⁠S04 - ⁠⁠XL,XL,Kryze,MonkeyKing,3.67,12986,9,0,9
Summer,Week 1,⁠⁠S04 - ⁠⁠XL,XL,Dan,Sejuani,inf,11359,111,0,111
Summer,Week 1,⁠⁠S04 - ⁠⁠XL,XL,Nukeduck,Akali,7.0,13071,8,0,8
Summer,Week 1,⁠⁠S04 - ⁠⁠XL,XL,Patrik,Kaisa,10.0,15076,25,1,26
Summer,Week 1,⁠⁠S04 - ⁠⁠XL,XL,Denyk,Nautilus,5.5,8068,0,0,0
Summer,Week 1,⁠⁠S04 - ⁠⁠XL,S04,BrokenBlade,Viego,3.5,12267,8,0,8
Summer,Week 1,⁠⁠S04 - ⁠⁠XL,S04,Kirei,XinZhao,1.25,10230,126,1,127
Summer,Week 1,⁠⁠S04 - ⁠⁠XL,S04,NUCLEARINT,Sylas,0.5,10406,8,0,8
Summer,Week 1,⁠⁠S04 - ⁠⁠XL,S04,Neon,Ezreal,4.0,13326,29,4,33
Summer,Week 1,⁠⁠S04 - ⁠⁠XL,S04,LIMIT,Taric,2.0,6669,0,0,0
Summer,Week 1,⁠⁠VIT - ⁠⁠MSF,MSF,HiRit,Renekton,15.0,14158,1,4,5
Summer,Week 1,⁠⁠VIT - ⁠⁠MSF,MSF,Razork,Rumble,17.0,12333,114,8,122
Summer,Week 1,⁠⁠VIT - ⁠⁠MSF,MSF,Vetheo,Akali,inf,14376,16,0,16
Summer,Week 1,⁠⁠VIT - ⁠⁠MSF,MSF,Kobbe,Tristana,inf,13925,17,0,17
Summer,Week 1,⁠⁠VIT - ⁠⁠MSF,MSF,Vander,Leona,4.5,7075,0,0,0
Summer,Week 1,⁠⁠VIT - ⁠⁠MSF,VIT,SLT,Nocturne,0.33,8988,0,0,0
Summer,Week 1,⁠⁠VIT - ⁠⁠MSF,VIT,Selfmade,Udyr,1.5,9327,123,12,135
Summer,Week 1,⁠⁠VIT - ⁠⁠MSF,VIT,LIDER,Sylas,1.33,10921,11,0,11
Summer,Week 1,⁠⁠VIT - ⁠⁠MSF,VIT,Crownshot,KogMaw,2.0,13646,28,0,28
Summer,Week 1,⁠⁠VIT - ⁠⁠MSF,VIT,Labrov,Braum,1.0,6313,0,0,0
Summer,Week 1,⁠⁠MAD - ⁠⁠AST,AST,WhiteKnight,LeeSin,3.0,9580,0,0,0
Summer,Week 1,⁠⁠MAD - ⁠⁠AST,AST,Zanzarah,Rumble,1.5,8532,83,8,91
Summer,Week 1,⁠⁠MAD - ⁠⁠AST,AST,MagiFelix,Corki,2.5,9681,9,0,9
Summer,Week 1,⁠⁠MAD - ⁠⁠AST,AST,Jeskla,Ezreal,3.0,9687,8,0,8
Summer,Week 1,⁠⁠MAD - ⁠⁠AST,AST,promisq,Alistar,0.67,5561,0,0,0
Summer,Week 1,⁠⁠MAD - ⁠⁠AST,MAD,Armut,Nocturne,4.0,11251,10,0,10
Summer,Week 1,⁠⁠MAD - ⁠⁠AST,MAD,Elyoya,Volibear,5.0,10867,70,44,114
Summer,Week 1,⁠⁠MAD - ⁠⁠AST,MAD,Humanoid,Akali,8.0,12761,12,7,19
Summer,Week 1,⁠⁠MAD - ⁠⁠AST,MAD,Carzzy,Jhin,5.0,13433,7,6,13
Summer,Week 1,⁠⁠MAD - ⁠⁠AST,MAD,Kaiser,Leona,3.0,6475,0,0,0
Summer,Week 1,⁠⁠SK - ⁠⁠G2,SK,Jenax,Renekton,0.67,9830,1,0,1
Summer,Week 1,⁠⁠SK - ⁠⁠G2,SK,Treatz,Nidalee,2.0,9339,94,9,103
Summer,Week 1,⁠⁠SK - ⁠⁠G2,SK,Twohoyrz,Orianna,0.5,8269,9,0,9
Summer,Week 1,⁠⁠SK - ⁠⁠G2,SK,Jezu,Ezreal,inf,9353,5,0,5
Summer,Week 1,⁠⁠SK - ⁠⁠G2,SK,Jesiz,Leona,0.8,6079,0,0,0
Summer,Week 1,⁠⁠SK - ⁠⁠G2,G2,Wunder,Viego,2.0,10197,2,0,2
Summer,Week 1,⁠⁠SK - ⁠⁠G2,G2,Jankos,Udyr,inf,10334,104,36,140
Summer,Week 1,⁠⁠SK - ⁠⁠G2,G2,Caps,Viktor,7.0,11149,16,1,17
Summer,Week 1,⁠⁠SK - ⁠⁠G2,G2,Rekkles,Tristana,inf,14022,5,2,7
Summer,Week 1,⁠⁠SK - ⁠⁠G2,G2,Mikyx,Braum,5.5,7064,0,0,0
Summer,Week 1,⁠⁠RGE - ⁠⁠FNC,RGE,Odoamne,Renekton,0.75,9873,0,0,0
Summer,Week 1,⁠⁠RGE - ⁠⁠FNC,RGE,Inspired,Rumble,1.2,8815,122,0,122
Summer,Week 1,⁠⁠RGE - ⁠⁠FNC,RGE,Larssen,Jayce,2.0,11885,12,0,12
Summer,Week 1,⁠⁠RGE - ⁠⁠FNC,RGE,Hans,Ashe,3.0,11695,8,0,8
Summer,Week 1,⁠⁠RGE - ⁠⁠FNC,RGE,Trymbi,Nautilus,2.0,6327,0,0,0
Summer,Week 1,⁠⁠RGE - ⁠⁠FNC,FNC,Adam,MonkeyKing,3.5,10642,0,0,0
Summer,Week 1,⁠⁠RGE - ⁠⁠FNC,FNC,Bwipo,Karthus,13.0,11453,152,8,160
Summer,Week 1,⁠⁠RGE - ⁠⁠FNC,FNC,Nisqy,Lucian,inf,13246,4,4,8
Summer,Week 1,⁠⁠RGE - ⁠⁠FNC,FNC,Upset,Kaisa,12.0,12324,8,0,8
Summer,Week 1,⁠⁠RGE - ⁠⁠FNC,FNC,Hylissang,Leona,2.0,7506,0,0,0
Summer,Week 2,⁠⁠SK - ⁠⁠S04,SK,Jenax,Urgot,1.25,13559,9,0,9
Summer,Week 2,⁠⁠SK - ⁠⁠S04,SK,Treatz,Volibear,3.0,10084,98,7,105
Summer,Week 2,⁠⁠SK - ⁠⁠S04,SK,Blue,Orianna,3.0,13455,32,4,36
Summer,Week 2,⁠⁠SK - ⁠⁠S04,SK,Jezu,Ezreal,2.67,11638,8,0,8
Summer,Week 2,⁠⁠SK - ⁠⁠S04,SK,Jesiz,Karma,4.0,6621,0,0,0
Summer,Week 2,⁠⁠SK - ⁠⁠S04,S04,BrokenBlade,Sett,5.0,12992,8,0,8
Summer,Week 2,⁠⁠SK - ⁠⁠S04,S04,Kirei,XinZhao,1.0,10187,116,0,116
Summer,Week 2,⁠⁠SK - ⁠⁠S04,S04,NUCLEARINT,Ryze,inf,14468,17,4,21
Summer,Week 2,⁠⁠SK - ⁠⁠S04,S04,Neon,Kaisa,5.5,13647,9,1,10
Summer,Week 2,⁠⁠SK - ⁠⁠S04,S04,LIMIT,Rakan,13.0,7704,0,0,0
Summer,Week 2,⁠⁠MAD - ⁠⁠XL,MAD,Armut,Karma,3.5,10675,1,0,1
Summer,Week 2,⁠⁠MAD - ⁠⁠XL,MAD,Elyoya,Hecarim,2.0,11789,130,2,132
Summer,Week 2,⁠⁠MAD - ⁠⁠XL,MAD,Humanoid,Orianna,1.75,14975,45,9,54
Summer,Week 2,⁠⁠MAD - ⁠⁠XL,MAD,Carzzy,Tristana,1.5,16693,9,7,16
Summer,Week 2,⁠⁠MAD - ⁠⁠XL,MAD,Kaiser,Leona,1.5,9126,0,0,0
Summer,Week 2,⁠⁠MAD - ⁠⁠XL,XL,Kryze,Lulu,16.0,11140,0,0,0
Summer,Week 2,⁠⁠MAD - ⁠⁠XL,XL,Dan,XinZhao,15.0,13815,103,8,111
Summer,Week 2,⁠⁠MAD - ⁠⁠XL,XL,Nukeduck,Azir,inf,18482,20,3,23
Summer,Week 2,⁠⁠MAD - ⁠⁠XL,XL,Patrik,Kaisa,5.5,16364,21,14,35
Summer,Week 2,⁠⁠MAD - ⁠⁠XL,XL,Denyk,Nautilus,1.6,8252,0,0,0
Summer,Week 2,⁠⁠RGE - ⁠⁠MSF,MSF,HiRit,Gwen,3.0,16918,3,0,3
Summer,Week 2,⁠⁠RGE - ⁠⁠MSF,MSF,Razork,XinZhao,2.0,12255,110,13,123
Summer,Week 2,⁠⁠RGE - ⁠⁠MSF,MSF,Vetheo,Syndra,2.67,13858,21,0,21
Summer,Week 2,⁠⁠RGE - ⁠⁠MSF,MSF,Kobbe,Kaisa,5.5,15058,22,4,26
Summer,Week 2,⁠⁠RGE - ⁠⁠MSF,MSF,Vander,Alistar,3.0,8245,0,0,0
Summer,Week 2,⁠⁠RGE - ⁠⁠MSF,RGE,Odoamne,Nocturne,2.75,13071,16,3,19
Summer,Week 2,⁠⁠RGE - ⁠⁠MSF,RGE,Inspired,Fiddlesticks,8.5,14673,138,12,150
Summer,Week 2,⁠⁠RGE - ⁠⁠MSF,RGE,Larssen,Lucian,2.0,15167,20,8,28
Summer,Week 2,⁠⁠RGE - ⁠⁠MSF,RGE,Hans,Draven,4.33,17767,20,0,20
Summer,Week 2,⁠⁠RGE - ⁠⁠MSF,RGE,Trymbi,Morgana,5.0,8687,0,2,2
Summer,Week 2,⁠⁠VIT - ⁠⁠FNC,FNC,Adam,Olaf,3.0,12531,12,14,26
Summer,Week 2,⁠⁠VIT - ⁠⁠FNC,FNC,Bwipo,Viego,10.5,11537,93,20,113
Summer,Week 2,⁠⁠VIT - ⁠⁠FNC,FNC,Nisqy,Akali,12.0,12523,20,13,33
Summer,Week 2,⁠⁠VIT - ⁠⁠FNC,FNC,Upset,Kalista,22.0,17361,8,12,20
Summer,Week 2,⁠⁠VIT - ⁠⁠FNC,FNC,Hylissang,Braum,7.33,8004,0,0,0
Summer,Week 2,⁠⁠VIT - ⁠⁠FNC,VIT,SLT,Renekton,0.75,10871,1,0,1
Summer,Week 2,⁠⁠VIT - ⁠⁠FNC,VIT,Selfmade,Rumble,1.0,8888,106,8,114
Summer,Week 2,⁠⁠VIT - ⁠⁠FNC,VIT,LIDER,Yone,1.25,10591,0,0,0
Summer,Week 2,⁠⁠VIT - ⁠⁠FNC,VIT,Crownshot,Ezreal,6.0,11384,8,0,8
Summer,Week 2,⁠⁠VIT - ⁠⁠FNC,VIT,Labrov,Leona,0.71,6783,0,0,0
Summer,Week 2,⁠⁠G2 - ⁠⁠AST,G2,Wunder,Gragas,4.5,12389,12,0,12
Summer,Week 2,⁠⁠G2 - ⁠⁠AST,G2,Jankos,XinZhao,3.25,12097,85,24,109
Summer,Week 2,⁠⁠G2 - ⁠⁠AST,G2,Caps,Akali,1.0,11524,17,0,17
Summer,Week 2,⁠⁠G2 - ⁠⁠AST,G2,Rekkles,Tristana,16.0,17721,17,4,21
Summer,Week 2,⁠⁠G2 - ⁠⁠AST,G2,Mikyx,Braum,11.0,9452,0,0,0
Summer,Week 2,⁠⁠G2 - ⁠⁠AST,AST,WhiteKnight,LeeSin,7.0,11517,9,0,9
Summer,Week 2,⁠⁠G2 - ⁠⁠AST,AST,Zanzarah,Rumble,4.33,10590,84,22,106
Summer,Week 2,⁠⁠G2 - ⁠⁠AST,AST,MagiFelix,Lucian,2.0,13258,16,4,20
Summer,Week 2,⁠⁠G2 - ⁠⁠AST,AST,Jeskla,Karthus,1.12,11675,24,0,24
Summer,Week 2,⁠⁠G2 - ⁠⁠AST,AST,promisq,Nautilus,1.14,7043,0,0,0
Summer,Week 2,⁠⁠VIT - ⁠⁠SK,VIT,SLT,Gwen,inf,10191,0,5,5
Summer,Week 2,⁠⁠VIT - ⁠⁠SK,VIT,Selfmade,Rumble,inf,9630,83,17,100
Summer,Week 2,⁠⁠VIT - ⁠⁠SK,VIT,LIDER,Lucian,2.33,11883,13,8,21
Summer,Week 2,⁠⁠VIT - ⁠⁠SK,VIT,Crownshot,Varus,inf,11382,0,13,13
Summer,Week 2,⁠⁠VIT - ⁠⁠SK,VIT,Labrov,TahmKench,inf,6491,0,0,0
Summer,Week 2,⁠⁠VIT - ⁠⁠SK,SK,Jenax,Viego,0.0,7142,0,0,0
Summer,Week 2,⁠⁠VIT - ⁠⁠SK,SK,Treatz,Sejuani,3.0,6038,69,0,69
Summer,Week 2,⁠⁠VIT - ⁠⁠SK,SK,Blue,Viktor,1.0,8343,12,0,12
Summer,Week 2,⁠⁠VIT - ⁠⁠SK,SK,Jezu,Tristana,0.0,6757,4,0,4
Summer,Week 2,⁠⁠VIT - ⁠⁠SK,SK,Jesiz,Braum,0.25,4254,0,0,0
Summer,Week 2,⁠⁠MSF - ⁠⁠AST,MSF,HiRit,Renekton,9.0,15202,5,9,14
Summer,Week 2,⁠⁠MSF - ⁠⁠AST,MSF,Razork,Rumble,inf,12719,113,31,144
Summer,Week 2,⁠⁠MSF - ⁠⁠AST,MSF,Vetheo,Sylas,11.0,13206,24,0,24
Summer,Week 2,⁠⁠MSF - ⁠⁠AST,MSF,Kobbe,Ezreal,10.0,13801,12,17,29
Summer,Week 2,⁠⁠MSF - ⁠⁠AST,MSF,Vander,Leona,4.0,7657,0,1,1
Summer,Week 2,⁠⁠MSF - ⁠⁠AST,AST,WhiteKnight,Nocturne,2.0,10915,0,0,0
Summer,Week 2,⁠⁠MSF - ⁠⁠AST,AST,Zanzarah,Volibear,0.33,8229,89,8,97
Summer,Week 2,⁠⁠MSF - ⁠⁠AST,AST,MagiFelix,Orianna,4.0,12212,7,0,7
Summer,Week 2,⁠⁠MSF - ⁠⁠AST,AST,Jeskla,Jinx,1.33,14373,24,0,24
Summer,Week 2,⁠⁠MSF - ⁠⁠AST,AST,promisq,Thresh,1.0,6767,0,0,0
Summer,Week 2,⁠⁠S04 - ⁠⁠MAD,S04,BrokenBlade,Lulu,6.0,8962,4,0,4
Summer,Week 2,⁠⁠S04 - ⁠⁠MAD,S04,Kirei,Hecarim,2.33,9687,104,0,104
Summer,Week 2,⁠⁠S04 - ⁠⁠MAD,S04,NUCLEARINT,Ryze,1.25,11789,13,0,13
Summer,Week 2,⁠⁠S04 - ⁠⁠MAD,S04,Neon,KogMaw,7.0,13023,17,0,17
Summer,Week 2,⁠⁠S04 - ⁠⁠MAD,S04,LIMIT,Nautilus,0.83,6445,0,0,0
Summer,Week 2,⁠⁠S04 - ⁠⁠MAD,MAD,Armut,Camille,1.5,11348,8,0,8
Summer,Week 2,⁠⁠S04 - ⁠⁠MAD,MAD,Elyoya,Volibear,11.0,11009,108,9,117
Summer,Week 2,⁠⁠S04 - ⁠⁠MAD,MAD,Humanoid,Zoe,6.5,13777,20,4,24
Summer,Week 2,⁠⁠S04 - ⁠⁠MAD,MAD,Carzzy,Varus,3.33,13595,5,3,8
Summer,Week 2,⁠⁠S04 - ⁠⁠MAD,MAD,Kaiser,Karma,5.5,7845,0,0,0
Summer,Week 2,⁠⁠FNC - ⁠⁠XL,XL,Kryze,Karma,inf,11160,4,0,4
Summer,Week 2,⁠⁠FNC - ⁠⁠XL,XL,Dan,Volibear,1.2,10122,83,1,84
Summer,Week 2,⁠⁠FNC - ⁠⁠XL,XL,Nukeduck,Jayce,2.0,16538,7,0,7
Summer,Week 2,⁠⁠FNC - ⁠⁠XL,XL,Patrik,Ezreal,1.67,14889,30,0,30
Summer,Week 2,⁠⁠FNC - ⁠⁠XL,XL,Denyk,Leona,1.0,7308,0,0,0
Summer,Week 2,⁠⁠FNC - ⁠⁠XL,FNC,Adam,Renekton,4.33,15864,13,7,20
Summer,Week 2,⁠⁠FNC - ⁠⁠XL,FNC,Bwipo,Rumble,7.5,15242,127,44,171
Summer,Week 2,⁠⁠FNC - ⁠⁠XL,FNC,Nisqy,Zoe,inf,15759,20,4,24
Summer,Week 2,⁠⁠FNC - ⁠⁠XL,FNC,Upset,Kalista,6.5,18730,20,10,30
Summer,Week 2,⁠⁠FNC - ⁠⁠XL,FNC,Hylissang,Braum,5.5,9582,0,0,0
Summer,Week 2,⁠⁠RGE - ⁠⁠G2,RGE,Odoamne,Kennen,2.6,14289,0,0,0
