Season,Split,Week,Blue,Red,WinnerT,Patch,BB1,BB2,BB3,BB4,BB5,RB1,RB2,RB3,RB4,RB5,BPPlayer1,BP1,BPPlayer2,BP2,BPPlayer3,BP3,BPPlayer4,BP4,BPPlayer5,BP5,RPPlayer1,RP1,RPPlayer2,RP2,RPPlayer3,RP3,RPPlayer4,RP4,RPPlayer5,RP5
2022,Spring,Week 8,⁠⁠IMT,⁠⁠GG,⁠⁠IMT,12.5,Ahri,Zeri,Viego,Jayce,Ziggs,Hecarim,Gnar,Jinx,Ryze,Vex,Licorice,Renekton,Pridestalkr,Volibear,Ablazeolive,Corki,Lost,Aphelios,Olleh,TahmKench,Revenge,Gwen,Chad,LeeSin,PowerOfEvil,Leblanc,Arrow,Draven,Destiny,Nautilus
2022,Spring,Week 8,⁠⁠TSM,⁠⁠TL,⁠⁠TSM,12.5,Rumble,Ryze,LeeSin,Tryndamere,Jayce,Zilean,Hecarim,Volibear,Ahri,Syndra,Bwipo,Graves,Santorin,Viego,Bjergsen,Corki,Hans,Ashe,CoreJJ,Braum,Huni,Irelia,Spica,JarvanIV,Takeover,Leblanc,Tactical,Zeri,Shenyi,Leona
2022,Spring,Tiebreakers,⁠⁠GG,⁠⁠FLY,⁠⁠FLY,12.5,Zeri,LeeSin,Viego,Ahri,Leblanc,Gnar,Hecarim,TahmKench,Ryze,Corki,Licorice,Kennen,Pridestalkr,Nocturne,Ablazeolive,Viktor,Lost,Jinx,Olleh,Nautilus,Kumo,Ornn,Josedeodo,Volibear,toucouille,Orianna,Johnsun,Aphelios,aphromoo,Thresh
2022,Spring,Tiebreakers,⁠⁠EG,⁠⁠FLY,⁠⁠FLY,12.5,Leblanc,Ryze,Tryndamere,Volibear,Hecarim,LeeSin,Veigar,Jinx,Leona,Braum,Kumo,Graves,Josedeodo,Viego,toucouille,Ahri,Johnsun,Ashe,aphromoo,TahmKench,Impact,Akali,Inspired,XinZhao,jojopyun,Syndra,Danny,Zeri,Vulcan,Nautilus
2022,Summer,Week 1,⁠⁠EG,⁠⁠C9,⁠⁠C9,12.11,Kalista,MonkeyKing,Lucian,Yone,XinZhao,Zeri,Taliyah,Gragas,Gwen,Gnar,Fudge,Fiora,Blaber,Viego,Jensen,Viktor,k1ng,Senna,Destiny,TahmKench,Impact,Sejuani,Inspired,Trundle,jojopyun,Corki,Danny,Ezreal,Vulcan,Karma
2022,Summer,Week 1,⁠⁠GG,⁠⁠FLY,⁠⁠FLY,12.11,Viego,LeeSin,Twitch,Volibear,Gangplank,Kalista,Senna,MonkeyKing,Corki,Fiora,Licorice,Gnar,Pridestalkr,XinZhao,Ablazeolive,Viktor,Stixxay,Zeri,Olleh,Yuumi,Philip,Camille,Josedeodo,Udyr,toucouille,Azir,Johnsun,Lucian,aphromoo,Nami
2022,Summer,Week 1,⁠⁠100,⁠⁠TSM,⁠⁠100,12.11,Kalista,Taliyah,Twitch,Yone,Zoe,Viego,Senna,Zeri,Ornn,TwistedFate,Ssumday,Gnar,Closer,MonkeyKing,Abbedagge,Ahri,FBI,Lucian,huhi,Nami,Huni,Rumble,Spica,JarvanIV,Maple,Azir,Tactical,Ezreal,Mia,Karma
2022,Summer,Week 1,⁠⁠IMT,⁠⁠TL,⁠⁠TL,12.11,Zilean,Ezreal,Volibear,Gangplank,Kayle,Zeri,Senna,Azir,Fiora,Ahri,Revenge,Gnar,Kenvi,Taliyah,PowerOfEvil,Viktor,Lost,Kalista,IgNar,Renata,Bwipo,Olaf,Santorin,MonkeyKing,Bjergsen,TwistedFate,Hans,Lucian,CoreJJ,Nami
2022,Summer,Week 1,⁠⁠DIG,⁠⁠CLG,⁠⁠CLG,12.11,Lillia,Gwen,Lucian,Gnar,Fiora,JarvanIV,Zeri,Taliyah,Leblanc,Viktor,Gamsu,Sejuani,River,XinZhao,Blue,Corki,Neo,Senna,Biofrost,TahmKench,Dhokla,Yone,Contractz,Viego,Palafox,Azir,Luger,Seraphine,Poome,Karma
2022,Summer,Week 1,⁠⁠C9,⁠⁠GG,⁠⁠GG,12.11,Kalista,Lucian,Karma,Gwen,Fiora,Zeri,Senna,Gragas,Gangplank,Sejuani,Fudge,Ornn,Blaber,Lillia,Jensen,Yone,k1ng,Jinx,Destiny,Lulu,Licorice,Kayle,Pridestalkr,MonkeyKing,Ablazeolive,Leblanc,Stixxay,Aphelios,Olleh,TahmKench
2022,Summer,Week 1,⁠⁠DIG,⁠⁠TL,⁠⁠DIG,12.11,Senna,Lillia,Kalista,Rakan,Gnar,Zeri,TwistedFate,Lucian,Karma,Braum,Bwipo,Mordekaiser,Santorin,Trundle,Bjergsen,Azir,Hans,Ezreal,CoreJJ,Alistar,Gamsu,Gangplank,River,Viego,Blue,Ahri,Neo,Kaisa,Biofrost,Leona
2022,Summer,Week 1,⁠⁠EG,⁠⁠100,⁠⁠EG,12.11,Lucian,Senna,Kalista,Rakan,Kayle,Zeri,Karma,Sejuani,Lissandra,Azir,Impact,Gwen,Inspired,Viego,jojopyun,Leblanc,Danny,Ezreal,Vulcan,Braum,Ssumday,Gnar,Closer,MonkeyKing,Abbedagge,Ahri,FBI,Kaisa,huhi,Nautilus
2022,Summer,Week 1,⁠⁠TSM,⁠⁠CLG,⁠⁠CLG,12.11,Lucian,Renata,MonkeyKing,Yone,Azir,Rumble,Zeri,Taliyah,Leblanc,Ahri,Huni,Gwen,Spica,Viego,Maple,Galio,Tactical,Jinx,Mia,TahmKench,Dhokla,Jayce,Contractz,Nidalee,Palafox,TwistedFate,Luger,Senna,Poome,Seraphine
2022,Summer,Week 1,⁠⁠IMT,⁠⁠FLY,⁠⁠FLY,12.11,Kalista,Fiora,Senna,Nautilus,Renata,Lucian,Udyr,Zeri,Viego,LeeSin,Philip,Aatrox,Josedeodo,Trundle,toucouille,Azir,Johnsun,Ezreal,aphromoo,Rakan,Revenge,Gwen,Kenvi,MonkeyKing,PowerOfEvil,Ahri,Lost,Kaisa,IgNar,Leona
2022,Summer,Week 1,⁠⁠100,⁠⁠DIG,⁠⁠100,12.11,Kalista,Corki,Karma,Kaisa,TahmKench,Zeri,Lucian,Senna,Gwen,Gnar,Ssumday,Fiora,Closer,Viego,Abbedagge,Ahri,FBI,Ezreal,huhi,Leona,Gamsu,Sejuani,River,MonkeyKing,Blue,Azir,Neo,Jinx,Biofrost,Braum
2022,Summer,Week 1,⁠⁠FLY,⁠⁠EG,⁠⁠EG,12.11,Karma,Viego,Senna,Yone,Irelia,Zeri,Lucian,Azir,Aatrox,Leblanc,Philip,Vladimir,Josedeodo,MonkeyKing,toucouille,Ahri,Johnsun,Twitch,aphromoo,Yuumi,Impact,Gangplank,Inspired,Lillia,jojopyun,Lissandra,Danny,Ezreal,Vulcan,Sona
2022,Summer,Week 1,⁠⁠TL,⁠⁠C9,⁠⁠TL,12.11,Gragas,Senna,Fiora,Gwen,Kayle,Zeri,Lucian,Kalista,Karma,Olaf,Bwipo,Swain,Santorin,MonkeyKing,Bjergsen,Leblanc,Hans,Ezreal,CoreJJ,Bard,Fudge,Gangplank,Blaber,Volibear,Jensen,Corki,k1ng,Twitch,Destiny,Yuumi
2022,Summer,Week 1,⁠⁠CLG,⁠⁠GG,⁠⁠GG,12.11,Seraphine,Kalista,Senna,Nautilus,Karma,Gnar,Zeri,Lucian,Zoe,Orianna,Licorice,Fiora,Pridestalkr,MonkeyKing,Ablazeolive,Azir,Stixxay,Ezreal,Olleh,Yuumi,Dhokla,Jayce,Contractz,Viego,Palafox,Taliyah,Luger,Sivir,Poome,Sona
2022,Summer,Week 1,⁠⁠TSM,⁠⁠IMT,⁠⁠IMT,12.11,Rumble,TwistedFate,Ezreal,Zoe,Viktor,Zeri,MonkeyKing,Kalista,LeeSin,Kindred,Revenge,Fiora,Kenvi,Nocturne,PowerOfEvil,Azir,Lost,Senna,IgNar,TahmKench,Huni,Vladimir,Spica,Viego,Maple,Corki,Tactical,Lucian,Mia,Nami
2022,Summer,Week 2,⁠⁠DIG,⁠⁠C9,⁠⁠C9,12.11,Ezreal,Draven,Kalista,Fiora,Viktor,Zeri,Lillia,Corki,Trundle,Udyr,Gamsu,Gangplank,River,Volibear,Blue,Azir,Neo,Lucian,Biofrost,Nami,Fudge,Kayle,Blaber,MonkeyKing,Jensen,Leblanc,Berserker,Senna,Zven,TahmKench
2022,Summer,Week 2,⁠⁠100,⁠⁠GG,⁠⁠100,12.11,Fiora,MonkeyKing,Karma,Kayle,Gwen,Zeri,Senna,Viego,Trundle,Gangplank,Ssumday,Ornn,Closer,LeeSin,Abbedagge,Corki,FBI,Lucian,huhi,Nami,Licorice,Gnar,Pridestalkr,Volibear,Ablazeolive,Azir,Stixxay,Kalista,Olleh,Renata
2022,Summer,Week 2,⁠⁠TSM,⁠⁠TL,⁠⁠TSM,12.11,Draven,MonkeyKing,Lucian,TwistedFate,Corki,Rumble,Gragas,Zeri,Ahri,Leblanc,Huni,Gnar,Spica,Viego,Maple,Zoe,Tactical,Kalista,Mia,Renata,Bwipo,Olaf,Santorin,Volibear,Bjergsen,Azir,Hans,Ezreal,CoreJJ,Bard
2022,Summer,Week 2,⁠⁠EG,⁠⁠IMT,⁠⁠EG,12.11,Kalista,Corki,Lucian,Fiora,Azir,Zeri,Ezreal,Senna,Leblanc,Sejuani,Impact,Gangplank,Inspired,MonkeyKing,jojopyun,Sylas,Danny,MissFortune,Vulcan,Rakan,Revenge,Gwen,Kenvi,Viego,PowerOfEvil,Orianna,Lost,Xayah,IgNar,Alistar
2022,Summer,Week 2,⁠⁠FLY,⁠⁠CLG,⁠⁠CLG,12.11,Braum,Lucian,Aphelios,Corki,Camille,TwistedFate,Senna,Yone,Fiora,Gangplank,Dhokla,Gnar,Contractz,Udyr,Palafox,Taliyah,Luger,Zeri,Poome,Sona,Philip,Jayce,Josedeodo,MonkeyKing,toucouille,Ahri,Johnsun,Twitch,aphromoo,Yuumi
2022,Summer,Week 2,⁠⁠GG,⁠⁠TSM,⁠⁠GG,12.11,Kalista,Viego,Ezreal,Yone,Gangplank,Zeri,MonkeyKing,Lucian,Ornn,Nautilus,Licorice,Fiora,Pridestalkr,XinZhao,Ablazeolive,Corki,Stixxay,Senna,Olleh,DrMundo,Huni,Gnar,Spica,Volibear,Maple,Yasuo,Tactical,Seraphine,Mia,Karma
2022,Summer,Week 2,⁠⁠TL,⁠⁠FLY,⁠⁠TL,12.11,Jayce,Yuumi,Ahri,Corki,Azir,Volibear,Lucian,TwistedFate,Mordekaiser,Ornn,Bwipo,Gangplank,Santorin,Trundle,Bjergsen,Swain,Hans,Zeri,CoreJJ,Lulu,Philip,Aatrox,Josedeodo,MonkeyKing,toucouille,Leblanc,Johnsun,Twitch,aphromoo,Rakan
2022,Summer,Week 2,⁠⁠C9,⁠⁠100,⁠⁠C9,12.11,Corki,MonkeyKing,Lucian,Kayle,Viego,Yuumi,Fiora,Leblanc,Orianna,Viktor,Fudge,Gangplank,Blaber,Gragas,Jensen,Yone,Berserker,Zeri,Zven,Lulu,Ssumday,Gwen,Closer,Volibear,Abbedagge,Azir,FBI,Senna,huhi,TahmKench
2022,Summer,Week 2,⁠⁠CLG,⁠⁠EG,⁠⁠EG,12.11,Seraphine,Lucian,Kalista,Fiora,Taliyah,Zeri,MonkeyKing,Senna,Gangplank,Kayle,Impact,Gragas,Inspired,XinZhao,jojopyun,Corki,Danny,Ezreal,Vulcan,Rakan,Dhokla,Gwen,Contractz,Viego,Palafox,Sylas,Luger,Kaisa,Poome,Nautilus
2022,Summer,Week 2,⁠⁠IMT,⁠⁠DIG,⁠⁠DIG,12.11,Volibear,MonkeyKing,Kalista,Ahri,Viktor,Zeri,Lucian,Fiora,Gwen,Viego,Revenge,Ornn,Kenvi,LeeSin,PowerOfEvil,Corki,Lost,Ezreal,IgNar,Yuumi,Gamsu,Gnar,River,Gragas,Blue,Yasuo,Neo,Senna,Biofrost,TahmKench
2022,Summer,Week 3,⁠⁠TSM,⁠⁠EG,⁠⁠EG,12.12,Ezreal,MonkeyKing,Seraphine,Jinx,Aphelios,Zeri,Kalista,Senna,Rumble,Gangplank,Huni,Ornn,Spica,LeeSin,Maple,Azir,Tactical,Lucian,Mia,Nami,Impact,Sejuani,Inspired,Viego,jojopyun,Corki,Danny,MissFortune,Vulcan,Yuumi
2022,Summer,Week 3,⁠⁠FLY,⁠⁠DIG,⁠⁠FLY,12.12,Kalista,Volibear,Gragas,Gangplank,Ornn,Zeri,Seraphine,MonkeyKing,LeeSin,Vi,Philip,Camille,Josedeodo,XinZhao,toucouille,Corki,Johnsun,Senna,aphromoo,TahmKench,Gamsu,Mordekaiser,River,JarvanIV,Blue,Viktor,Neo,Lucian,Biofrost,Nami
2022,Summer,Week 3,⁠⁠100,⁠⁠TL,⁠⁠100,12.12,TwistedFate,Trundle,Seraphine,JarvanIV,Volibear,Senna,LeeSin,Zeri,Gragas,Ahri,Ssumday,Ornn,Closer,MonkeyKing,Abbedagge,Orianna,FBI,Aphelios,huhi,Lulu,Bwipo,Gangplank,Santorin,Udyr,Bjergsen,Corki,Hans,Kalista,CoreJJ,Renata
2022,Summer,Week 3,⁠⁠GG,⁠⁠IMT,⁠⁠GG,12.12,Kalista,Belveth,Corki,Gwen,Fiora,Seraphine,Senna,MonkeyKing,XinZhao,Gangplank,Licorice,Sejuani,Pridestalkr,Volibear,Ablazeolive,Azir,Stixxay,Zeri,Olleh,Lulu,Revenge,Gnar,Kenvi,Trundle,PowerOfEvil,Viktor,Lost,Lucian,IgNar,Nami
2022,Summer,Week 3,⁠⁠CLG,⁠⁠C9,⁠⁠C9,12.12,Gragas,Lulu,Gangplank,Fiora,Leblanc,Seraphine,Corki,Taliyah,Lillia,MonkeyKing,Dhokla,Yone,Contractz,Viego,Palafox,Zoe,Luger,Senna,Poome,TahmKench,Fudge,Tryndamere,Blaber,Udyr,Jensen,Azir,Berserker,Zeri,Zven,Yuumi
2022,Summer,Week 3,⁠⁠DIG,⁠⁠TSM,⁠⁠DIG,12.12,Seraphine,Senna,MonkeyKing,Galio,Zoe,Lucian,Volibear,JarvanIV,Trundle,Udyr,Gamsu,Gragas,River,XinZhao,Blue,Azir,Neo,Zeri,Biofrost,Yuumi,Huni,Gnar,Spica,Viego,Maple,Corki,Tactical,Kalista,Mia,Renata
2022,Summer,Week 3,⁠⁠EG,⁠⁠GG,⁠⁠EG,12.12,Kalista,Corki,Twitch,Diana,Udyr,MonkeyKing,Leblanc,Zeri,TahmKench,Renekton,Impact,Gangplank,Inspired,Kayn,jojopyun,Swain,Danny,Seraphine,Vulcan,Gragas,Licorice,Sejuani,Pridestalkr,Zac,Ablazeolive,Yone,Stixxay,Senna,Olleh,Yasuo
2022,Summer,Week 3,⁠⁠C9,⁠⁠FLY,⁠⁠FLY,12.12,Seraphine,MonkeyKing,Rakan,TahmKench,Kayle,Yuumi,Udyr,Senna,Gangplank,Renata,Fudge,Fiora,Blaber,Gragas,Jensen,Yasuo,Berserker,Zeri,Zven,Lulu,Philip,Jayce,Josedeodo,LeeSin,toucouille,Ahri,Johnsun,Jinx,aphromoo,Braum
2022,Summer,Week 3,⁠⁠TL,⁠⁠CLG,⁠⁠CLG,12.12,Trundle,Udyr,Draven,Gangplank,Jayce,Senna,Seraphine,Yone,Renata,Gwen,Dhokla,Gnar,Contractz,MonkeyKing,Palafox,Corki,Luger,Kalista,Poome,Amumu,Bwipo,Aatrox,Santorin,Volibear,Bjergsen,Swain,Hans,Zeri,CoreJJ,Rakan
2022,Summer,Week 3,⁠⁠IMT,⁠⁠100,⁠⁠100,12.12,Lucian,Aphelios,Kalista,TahmKench,Ornn,Senna,Seraphine,Yuumi,Fiora,Lulu,Revenge,Gwen,Kenvi,Volibear,PowerOfEvil,Viktor,Lost,Zeri,IgNar,Nautilus,Ssumday,Akali,Closer,MonkeyKing,Abbedagge,Corki,FBI,Jinx,huhi,Renata
2022,Summer,Week 4,⁠⁠100,⁠⁠FLY,⁠⁠FLY,12.12,Seraphine,Twitch,Lucian,Fiora,Aatrox,Gnar,Kalista,Sylas,Ornn,Poppy,Ssumday,Gragas,Closer,MonkeyKing,Abbedagge,Corki,FBI,Senna,huhi,Yasuo,Philip,Sejuani,Josedeodo,Viego,toucouille,Lissandra,Johnsun,Zeri,aphromoo,Lulu
2022,Summer,Week 4,⁠⁠DIG,⁠⁠EG,⁠⁠EG,12.12,Senna,Corki,Seraphine,Nautilus,XinZhao,JarvanIV,Kalista,Gragas,Yuumi,Sejuani,Gamsu,Shyvana,River,Viego,Blue,Sylas,Neo,Zeri,Biofrost,Lulu,Impact,Gangplank,Inspired,Poppy,jojopyun,Leblanc,Danny,Jinx,Vulcan,Renata
2022,Summer,Week 4,⁠⁠TSM,⁠⁠C9,⁠⁠C9,12.12,Lucian,Udyr,Twitch,Gragas,Azir,Seraphine,JarvanIV,Kayle,Sylas,Swain,S0ul,Shyvana,Spica,Viego,Maple,Ahri,Instinct,Zeri,Chime,Renata,Fudge,Gangplank,Blaber,Volibear,Jensen,Leblanc,Berserker,Kalista,Zven,Amumu
2022,Summer,Week 4,⁠⁠IMT,⁠⁠CLG,⁠⁠CLG,12.12,Sylas,Yone,Seraphine,Renata,Ornn,Azir,Fiora,Swain,Leblanc,Taliyah,Revenge,Gangplank,Kenvi,Poppy,PowerOfEvil,Ahri,Lost,Zeri,IgNar,Nautilus,Dhokla,Gwen,Contractz,Gragas,Palafox,Yasuo,Luger,Kalista,Poome,Alistar
2022,Summer,Week 4,⁠⁠TL,⁠⁠GG,⁠⁠TL,12.12,Senna,Gnar,Fiora,Aphelios,Ezreal,Seraphine,Zeri,Kalista,Swain,Azir,Bwipo,Gangplank,Santorin,Volibear,Bjergsen,Orianna,Hans,Lucian,CoreJJ,Nami,Licorice,Sejuani,Pridestalkr,MonkeyKing,Ablazeolive,Taliyah,Stixxay,KogMaw,Olleh,Lulu
2022,Summer,Week 4,⁠⁠FLY,⁠⁠TSM,⁠⁠FLY,12.12,Lulu,Lucian,Twitch,TahmKench,Renata,Sylas,Seraphine,Yone,Trundle,JarvanIV,S0ul,Gnar,Spica,XinZhao,Maple,Swain,Instinct,Zeri,Chime,Rakan,Philip,Sejuani,Josedeodo,Viego,toucouille,Corki,Johnsun,Jinx,aphromoo,Nautilus
2022,Summer,Week 4,⁠⁠CLG,⁠⁠100,⁠⁠100,12.12,Gangplank,Lucian,Corki,Renata,Trundle,Seraphine,Yone,Yasuo,Ornn,Gwen,Dhokla,Fiora,Contractz,Vi,Palafox,Azir,Luger,Jinx,Poome,Nautilus,Ssumday,Gnar,Closer,Poppy,Abbedagge,Sylas,FBI,Zeri,huhi,Braum
2022,Summer,Week 4,⁠⁠EG,⁠⁠TL,⁠⁠EG,12.12,Kalista,Swain,Sylas,Gangplank,Olaf,Senna,Zeri,Seraphine,Nautilus,MissFortune,Impact,Gnar,Inspired,Viego,jojopyun,Lissandra,Danny,Ezreal,Vulcan,Yuumi,Bwipo,Aatrox,Santorin,Volibear,Bjergsen,Zilean,Hans,Lucian,CoreJJ,Nami
2022,Summer,Week 4,⁠⁠C9,⁠⁠IMT,⁠⁠C9,12.12,Sylas,Zeri,Gangplank,Poppy,Ornn,Seraphine,Swain,Ahri,Fiora,Irelia,Revenge,Gnar,Kenvi,Viego,PowerOfEvil,Corki,Lost,Kalista,IgNar,Nautilus,Fudge,Gragas,Blaber,Kindred,Jensen,Azir,Berserker,Aphelios,Zven,Braum
2022,Summer,Week 4,⁠⁠GG,⁠⁠DIG,⁠⁠GG,12.12,Poppy,Corki,Sylas,JarvanIV,Volibear,Zeri,Senna,Azir,KogMaw,Kalista,Licorice,Irelia,Pridestalkr,MonkeyKing,Ablazeolive,Swain,Stixxay,Seraphine,Olleh,Sejuani,Gamsu,Gnar,River,XinZhao,Blue,Taliyah,Neo,Lucian,Biofrost,Nami
2022,Summer,Week 5,⁠⁠EG,⁠⁠CLG,⁠⁠EG,12.13,Kalista,Seraphine,Sylas,Yuumi,Renata,Gangplank,Zeri,Ezreal,Leblanc,Ahri,Impact,Gnar,Inspired,Poppy,jojopyun,Akali,Danny,Senna,Vulcan,TahmKench,Dhokla,Gwen,Contractz,Taliyah,Palafox,Yone,Luger,Aphelios,Poome,Rakan
2022,Summer,Week 5,⁠⁠TL,⁠⁠IMT,⁠⁠IMT,12.13,Taliyah,Zeri,Trundle,MonkeyKing,Draven,Azir,Orianna,Gwen,Fiora,Ahri,Revenge,Gnar,Kenvi,Poppy,PowerOfEvil,Sylas,Lost,Kalista,IgNar,Nautilus,Bwipo,Gangplank,Santorin,Viego,Bjergsen,Swain,Hans,Seraphine,CoreJJ,Alistar
2022,Summer,Week 5,⁠⁠TSM,⁠⁠100,⁠⁠100,12.13,Lucian,Lulu,Azir,Ornn,Fiora,Taliyah,Seraphine,Zeri,Sylas,Swain,S0ul,Yone,Spica,Poppy,Maple,Zoe,Instinct,Jinx,Chime,Rakan,Ssumday,Gnar,Closer,Trundle,Abbedagge,Lissandra,FBI,Aphelios,huhi,TahmKench
2022,Summer,Week 5,⁠⁠DIG,⁠⁠C9,⁠⁠C9,12.13,Gangplank,Kalista,Yone,Leblanc,Fiora,Seraphine,JarvanIV,Sylas,Nautilus,Lulu,Gamsu,Gragas,River,Poppy,Blue,Azir,Spawn,Jinx,Biofrost,Rakan,Fudge,Gnar,Blaber,Udyr,Jensen,Orianna,Berserker,Zeri,Zven,Yuumi
